GLOTTOCODE	NAME	ISO_CODE	LATITUDE	LONGITUDE	GLOTTOLOG_FAMILY	TRESOLDI_GENUS	WALS_GENUS	WALS_SAMPLES100	WALS_SAMPLES200	AUTOTYP_STOCK	AUTOTYP_MBRANCH	AUTOTYP_SBRANCH	AUTOTYP_SSBRANCH	AUTOTYP_LSBRANCH
akur1238	Akurio	ako	3.19607	-55.6294	Cariban	Cariban								
akus1238	Akusha				Nakh-Daghestanian	Lak-Dargwa								
akwa1247	Akwa (Nigeria)				Atlantic-Congo	Kainji								
akwa1248	Akwa	akw	-0.39897	15.4623	Atlantic-Congo	Bantoid								
akwa1249	Akwanga				Atlantic-Congo	Platoid								
akye1239	Akyem Bosome				Atlantic-Congo	Kwa								
alab1237	Alabama	akz	30.76738	-94.62848	Muskogean	Muskogean	Muskogean	False	False	Muskogean	Muskogean	Muskogean	Muskogean	Muskogean
alab1246	Alabat Island Agta	dul	14.1217	122.014	Austronesian	Greater Central Philippine								
alab1254	Alaba-K'abeena	alw	7.39014	38.1732	Afro-Asiatic	Highland East Cushitic				Cushitic	Eastern Cushitic	Eastern Cushitic	Eastern Cushitic	Eastern Cushitic
alab1256	Alabugat Tatar				Turkic	Turkic								
alac1239	Alacalufe-Austral		-54.788017	-70.140381	Kawesqar	Alacalufan								
alac1240	Alacalufe-Central		-53.435719	-71.04126	Kawesqar	Alacalufan								
alac1244	Alacatlatzala Mixtec	mim	17.25	-98.58	Otomanguean	Mixtecan	Mixtecan	False	False	Otomanguean	Mixtecan	Mixtecan	Mixtecan	Mixtecan
alad1239	Alada				Atlantic-Congo	Kwa								
alag1242	Alago	ala	8.34986	8.52085	Atlantic-Congo	Idomoid								
alag1243	Alag-Bako				Austronesian	North Mangyan								
alag1248	Alagwa	wbj	-4.64148	35.7231	Afro-Asiatic	Southern Cushitic	Southern Cushitic	False	False	Cushitic	Southern Cushitic	Southern Cushitic	Southern Cushitic	Southern Cushitic
alag1249	Alaguilac				Bookkeeping									
alak1252	Alakong				Austroasiatic	Bahnaric								
alak1253	Alak	alk	15.5565	106.597	Austroasiatic	Bahnaric								
alak1254	Alakaman				Timor-Alor-Pantar	Greater Alor								
alam1246	Alamblak	amp	-4.66307	143.316	Sepik	Sepik Hill	Sepik Hill	True	True	Sepik	Sepik Hill	Sepik Hill	Sepik Hill	Sepik Hill
alan1247	Åland Islands Swedish				Indo-European	Germanic								
alan1248	Alangua				Atlantic-Congo	Kwa								
alan1249	Alangan	alj	13.0982	121.022	Austronesian	North Mangyan								
alan1250	Alango				Nuclear Trans New Guinea	Eastern Highlands								
alap1235	Alapmunte	apv	-12.329886	-59.996702	Unattested									
alar1239	Alar				Mongolic-Khitan	Mongolic								
alas1253	Alasai				Indo-European	Indic								
alas1254	Alas				Austronesian	Northwest Sumatra-Barrier Islands								
alas1256	Alasha Oirad				Mongolic-Khitan	Mongolic								
alat1245	Alatening				Atlantic-Congo	Bantoid								
alat1246	Alatesu				Nambiquaran	Nambikuaran								
alaw1244	Alawa	alh	-15.5458	134.282	Mangarrayi-Maran	Alawa	Alawa	False	False	Maran	Maran	Maran	Maran	Maran
alba1269	Inland-Buhi-Daraga Bikol	bhk	13.1989	123.49	Austronesian									
alba1270	Albany River Ojibwa				Algic	Algonquian								
alba1271	Albanian Sign Language	sqk	41.328889	19.817778	Sign Language	Sign Languages								
alca1237	Alcantaranon				Austronesian	Greater Central Philippine								
alco1235	Alcozauca Mixtec	xta	17.3687	-98.3969	Otomanguean	Mixtecan								
alec1238	Alechuxa				Tungusic	Tungusic								
aleg1238	Alege	alf	6.59423	9.00394	Atlantic-Congo	Bantoid								
alek1238	Alekano	gah	-6.03901	145.387	Nuclear Trans New Guinea	Eastern Highlands	Eastern Highlands	False	False	Eastern Highlands	Gorokan	Gahuku	Gahuku	Gahuku
alep1237	Alepa				Austronesian	Oceanic								
alep1241	Aleppo				Afro-Asiatic	Semitic								
alep1242	Aleppo Kurmanji				Indo-European	Iranian								
aleu1260	Aleut	ale	52.1228	-174.29	Eskimo-Aleut	Aleut	Aleut	False	False	Eskimo-Aleut	Aleut	Aleut	Aleut	Aleut
alew1234	Alewai				Austronesian	Oceanic								
alfo1240	Alfold				Uralic	Ugric								
alga1234	'Algaden				Afro-Asiatic	Semitic								
alge1235	Algerian Sign Language	asp	36.4762	3.5462	Sign Language	Sign Languages								
alge1239	Algerian Arabic	arq	35.4208	3.23033	Afro-Asiatic	Semitic								
alge1240	Algerian Saharan Arabic	aao	20.8884	4.80626	Afro-Asiatic	Semitic								
algh1238	Algherese				Indo-European	Romance								
algi1247	Algiers				Afro-Asiatic	Semitic								
algo1255	Algonquin	alq	47.3876	-77.5258	Algic	Algonquian	Algonquian	False	False	Algic	Algonquian	Algonquian	Algonquian	Algonquian
alha1241	Al-Hasaa				Afro-Asiatic	Semitic								
alha1242	Al-Hasâ				Afro-Asiatic	Semitic								
alia1238	Aliap				Nilotic	Nilotic								
alif1238	Alifokpa				Atlantic-Congo	Idomoid								
alig1238	Aligarh				Indo-European	Indic								
alii1240	Ali	aiy	4.60014	18.0352	Atlantic-Congo	Gbaya-Manza-Ngbaka								
alii1241	Ali (Papua New Guinea)				Austronesian	Oceanic								
alil1239	Alile				Arawakan	Caribbean Arawakan								
alin1238	Alingar				Indo-European	Indic								
alip1234	Alipur Sign Language		16.843564	77.107525	Sign Language	Sign Languages								
alla1246	Allagir				Indo-European	Iranian								
alla1247	Allar	all	11.0803	76.6593	Dravidian	Southern Dravidian								
alla1248	Alladian	ald	5.22371	-4.42647	Atlantic-Congo	Kwa	Kwa	False	False	Kwa	Kwa	Kwa	Kwa	Kwa
alla1249	Allang				Austronesian	Central Malayo-Polynesian								
alla1250	Allaikha				Tungusic	Tungusic								
alle1238	Allentiac		-33.480938	-68.096924	Huarpean	Huarpean								
alll1234	Ål				Indo-European	Germanic								
almu1234	al-Murrah-Ajman				Afro-Asiatic	Semitic								
alng1239	Alngith	aid	-12.5324	141.938	Pama-Nyungan	Northern Pama-Nyungan				Pama-Nyungan	Paman	Northern Pama	Northern Pama	Northern Pama
aloa1235	Aloápam Zapotec	zaq	17.4137	-96.7438	Otomanguean	Zapotecan								
aloa1239	Aloa				Afro-Asiatic	East Chadic								
alop1235	Alo Phola	ypo	23.59	101.933	Sino-Tibetan	Burmese-Lolo								
alor1246	Alor (Nilotic)				Nilotic	Nilotic								
alor1247	Alorese	aol	-8.20382	124.264	Austronesian	Central Malayo-Polynesian								
alpi1238	Alpine Lombard				Indo-European	Romance								
alqo1238	Christian Alqosh				Afro-Asiatic	Semitic								
alsa1241	Alsatian				Indo-European	Germanic								
alsa1242	Al-Sayyid Bedouin Sign Language	syy	31.284444	34.916111	Sign Language	Sign Languages								
alse1251	Alsea-Yaquina	aes	44.408	-123.94		Alsea-Yaquina	Alsea	False	False	Alsean	Alsean	Alsean	Alsean	Alsean
alse1252	Alsea				Alsea-Yaquina	Alsea-Yaquina								
alta1277	Altai Proper				Turkic	Turkic								
alta1279	Altai Torguud				Mongolic-Khitan	Mongolic								
alta1280	Altai Uriankhai				Mongolic-Khitan	Mongolic								
alto1237	Alto Navarro Meridional				Basque	Basque								
alto1238	Alto Navarro Septentrional				Basque	Basque								
alug1235	Alugu	aub	23.0	103.0	Sino-Tibetan	Burmese-Lolo								
aluk1238	Alu Kurumba	xua	11.3456	76.7995	Dravidian	Southern Dravidian								
aluk1239	Aluku				Indo-European	Creoles and Pidgins								
alum1246	Alumu-Tesu	aab	9.01513	8.55956	Atlantic-Congo	Platoid								
alum1247	Alumu				Atlantic-Congo	Platoid								
alum1248	Alumbis				Austronesian	North Borneo								
alun1238	Alune	alp	-3.11477	128.394	Austronesian	Central Malayo-Polynesian	Central Malayo-Polynesian	False	False	Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	Central Maluku	Central Maluku
aluo1235	Aluo	yna	26.0	102.0	Sino-Tibetan	Burmese-Lolo								
alur1249	Aluru				Central Sudanic	Moru-Ma'di								
alur1250	Alur	alz	2.36213	31.0016	Nilotic	Nilotic								
alut1245	Alutor	alr	60.3844	165.653	Chukotko-Kamchatkan	Northern Chukotko-Kamchatkan	Northern Chukotko-Kamchatkan	False	False	Chukchi-Kamchatkan	Chukotkan	Southern Chukotkan	Southern Chukotkan	Southern Chukotkan
alut1246	Alutorskij				Chukotko-Kamchatkan	Northern Chukotko-Kamchatkan								
aluu1242	Aluu				Atlantic-Congo	Igboid								
aluu1243	Alu				Austronesian	Oceanic								
alvi1241	Alviri-Vidari	avd	35.0075	50.3794	Indo-European	Iranian								
alvi1242	Alvir				Indo-European	Iranian								
alya1239	Alyawarr	aly	-21.0427	136.835	Pama-Nyungan	Central Pama-Nyungan	Central Pama-Nyungan	False	False	Pama-Nyungan	Arandic	Arandic	Arandic	Arandic
alyk1238	Alyk				Nakh-Daghestanian	Lezgic								
amad1240	Amadiye Kurdish				Indo-European	Iranian								
amad1244	Amadiya Jewish Neo-Aramaic				Afro-Asiatic	Semitic								
amah1245	Amahai	amq	-3.32028	128.939	Austronesian	Central Malayo-Polynesian								
amah1246	Amahuaca	amc	-10.2012	-72.3208	Pano-Tacanan	Panoan	Panoan	False	False	Pano-Tacanan	Panoan	Panoan	Panoan	Panoan
amai1246	Amaimon	ali	-5.18742	145.368	Nuclear Trans New Guinea	Madang								
amai1247	Amaizuho				Nuclear Trans New Guinea	Eastern Highlands								
amal1242	Amal	aad	-4.04517	141.995	Sepik	Upper Sepik								
amam1246	Amam		-7.9	146.92	Goilalan	Goilalan								
amam1247	Amami O Shima Sign Language		28.268372	129.358991	Sign Language	Sign Languages								
aman1261	Amanda-Afi				Atlantic-Congo	Bantoid								
aman1262	Amanavil				Atlantic-Congo	Bantoid								
aman1263	Amana				Mande	Western Mande								
aman1264	Amanuban-Amanatun				Austronesian	Central Malayo-Polynesian								
aman1265	Amanab	amn	-3.51516	141.178	Border	Border	Border	False	False	Border	Waris	Waris	Waris	Waris
aman1266	Amanayé	ama	-3.79772	-48.6613	Tupian	Tupi-Guaraní								
amap1240	Ama (Papua New Guinea)	amm	-4.20192	141.658	Left May	Left May	Left May	False	False	Left May	Left May	Left May	Left May	Left May
amap1241	Amapá Creole	amd			Bookkeeping									
amar1241	Amariba				Arawakan	Wapishanan								
amar1271	Amurdak	amg	-11.9876	132.878	Iwaidjan Proper	Iwaidjan								
amar1272	Amara	aie	-5.55778	148.68	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	North New Guinea linkage
amar1273	Amarasi	aaz	-10.21751	123.96373	Austronesian	Central Malayo-Polynesian								
amar1274	Amarakaeri	amr	-12.4931	-70.5533	Harakmbut	Harakmbet	Harakmbet	False	False	Harakmbut	Harakmbut	Harakmbut	Harakmbut	Harakmbut
amar1275	Amaruwa				Guahiboan	Guahiban								
amar1281	Amara (Beja)				Afro-Asiatic	Beja								
amas1236	Ama (Sudan)	nyi	12.0993	29.4332	Nyimang	Nyimang	Nyimang	False	False	Nyima	Nyima	Nyima	Nyima	Nyima
amat1238	Amatlán Zapotec	zpo	16.2707	-96.4003	Otomanguean	Zapotecan								
amay1238	Amayo				Atlantic-Congo	Bantoid								
amba1263	Amba (Uganda)	rwm	0.81206	30.0014	Atlantic-Congo	Bantoid								
amba1264	Ambawang				Austronesian	Malayo-Sumbawan								
amba1265	Ambai	amk	-1.88126	136.526	Austronesian	South Halmahera - West New Guinea	South Halmahera - West New Guinea	False	False	Austronesian	Malayo-Polynesian	South Halmahera-Western New Guinea (SHWNG)	South Halmahera-Western New Guinea (SHWNG)	South Halmahera-Western New Guinea (SHWNG)
amba1266	Amba (Solomon Islands)	utp	-11.2958	166.498	Austronesian	Oceanic								
amba1267	Ambala Ayta	abc	14.8156	120.283	Austronesian	Central Luzon								
amba1268	Ambasi				Nuclear Trans New Guinea	Binanderean								
amba1269	Ambakich	aew	-4.23181	144.285		Ambakich								
ambe1246	Ambermo		-1.763355	137.903651	Unclassifiable	Ambermo								
ambe1247	Ambele	ael	5.94043	9.62028	Atlantic-Congo	Bantoid								
ambe1248	Ambelau	amv	-3.85919	127.196	Austronesian	Central Malayo-Polynesian								
ambl1237	Amblong	alm	-15.5169	166.95	Austronesian	Oceanic								
ambo1247	Ambodi				Indo-European	Indic								
ambo1248	Ambo (Lala-Bisa)				Atlantic-Congo	Bantoid								
ambo1249	Ambo	amb	7.07637	10.7798	Atlantic-Congo	Bantoid								
ambo1250	Ambonese Malay	abs	-3.71342	128.184	Austronesian	Malayo-Sumbawan								
ambo1252	Ambo-Pasco Quechua	qva	-10.5138	-76.1135	Quechuan	Quechuan								
ambr1239	Ambrak	aag	-3.61	142.56	Nuclear Torricelli	Nuclear Torricelli								
ambu1244	Ambumi				Austronesian	South Halmahera - West New Guinea								
ambu1245	Ambual				Austronesian	North Borneo								
ambu1247	Ambulas	abt	-3.7801	143.059	Ndu	Ndu	Middle Sepik	False	False	Sepik	Middle Sepik (Ndu)	Middle Sepik (Ndu)	Middle Sepik (Ndu)	Middle Sepik (Ndu)
amda1238	Amdang	amj	14.7528	20.8912	Furan	Fur								
amdo1237	Amdo Tibetan	adx	34.5177	100.485	Sino-Tibetan	Bodic	Bodic	False	False	Sino-Tibetan	Bodic	Tibetan	Tibetan	Tibetan
amdo1238	Amdo of Hor				Sino-Tibetan	Bodic								
amel1241	Amele	aey	-5.29126	145.687	Nuclear Trans New Guinea	Madang	Madang	True	True	Madang	Croisilles	Mabuso	Mabuso	Mabuso
amen1242	Amenfi				Atlantic-Congo	Kwa								
amen1243	Amengi				Central Sudanic	Mangbutu-Efe								
amer1248	American Sign Language	ase	33.8117	-81.6121	Sign Language	Sign Languages	Sign Languages	False	False	Sign Language American	Sign Language American	Sign Language American	Sign Language American	Sign Language American
amer1254	American Spanish				Indo-European	Romance								
amer1255	American Indian Pidgin English				Pidgin									
amer1256	Amerax	aex			Bookkeeping									
amer1259	American Inland South English				Indo-European	Germanic								
amer1260	American Sign Language in the USA				Sign Language	Sign Languages								
amfo1237	Amfoan-Fatule'u-Amabi				Austronesian	Central Malayo-Polynesian								
amga1235	Amganad Ifugao	ifa	16.9016	121.042	Austronesian	Northern Luzon								
amha1245	Amharic	amh	11.708182	39.543456	Afro-Asiatic	Semitic	Semitic	False	False	Semitic	West Semitic	Southern (West Semitic)	Ethiopean	Ethiopean
amie1238	Amienois				Indo-European	Romance								
amii1238	Ami	amy	-13.5573	130.04	Western Daly	Wagaydy	Wagaydy	False	False					
amik1238	Amikoana	akn			Bookkeeping									
amis1245	Amish Pennsylvania German				Indo-European	Germanic								
amis1246	Amis	ami	23.0917	121.348	Austronesian	East Formosan	East Formosan	False	False					
ammo1234	Ammonite	qgg			Afro-Asiatic	Semitic								
amoi1234	Amoipira				Tupian	Tupi-Guaraní								
amol1235	Mol	alx	-3.46843	142.532	Nuclear Torricelli	Nuclear Torricelli								
amol1236	Amoltepec Mixtec	mbz	16.6521	-97.4518	Otomanguean	Mixtecan								
amon1239	Amongme				Damal	Damal								
amoo1242	Amo	amo	10.3229	8.65405	Atlantic-Congo	Kainji	Kainji	False	False	Benue-Congo	Kainji	Kainji	Kainji	Kainji
amor1238	Amorua				Guahiboan	Guahiban								
amor1239	Amorite				Afro-Asiatic	Semitic								
amot1239	Amotomanco				Unclassifiable	Amotomanco								
amot1240	Amota				Manubaran	Manubaran								
amou1238	Amou Oblou				Atlantic-Congo	Kwa								
ampa1238	Ampari Dogon	aqd	14.15	-3.55	Dogon	Dogon								
ampa1239	Ampanang	apg	-0.79259	116.349	Austronesian	Malayo-Polynesian								
ampe1238	Ampezzano				Indo-European	Romance								
ampi1237	Ampibabo				Austronesian	Celebic								
amra1237	Amravati				Dravidian	South-Central Dravidian								
amri1238	Amri Karbi	ajz	26.024	91.482	Sino-Tibetan	Kuki-Chin								
amru1234	Amrum				Indo-European	Germanic								
amto1250	Amto	amt	-4.12165	141.339	Amto-Musan	Amto-Musan								
amub1238	Amubre-Katsi				Chibchan	Talamanca								
amug1239	Amugen				Nuclear Trans New Guinea	Finisterre-Huon								
amun1244	Amun				Austronesian	Oceanic								
amun1245	Amung				Damal	Damal								
amun1246	Amundava	adw	-9.04023	-62.3064	Tupian	Tupi-Guaraní								
amur1242	Amur				Nivkh	Nivkh								
amur1243	Amuru				Ta-Ne-Omotic	North Omotic								
amur1244	Amur basin Solon				Tungusic	Tungusic								
amuu1238	Amu				Atlantic-Congo	Bantoid								
amux1234	Amux				Nakh-Daghestanian	Lak-Dargwa								
anaa1238	Anaang	anw	4.94832	7.57969	Atlantic-Congo	Cross River								
anak1240	Anakalangu	akg	-9.63425	119.605	Austronesian	Central Malayo-Polynesian								
anal1239	Anal	anm	24.0506	94.2806	Sino-Tibetan	Kuki-Chin								
anam1247	Anam	pda	-4.68869	145.051	Nuclear Trans New Guinea	Madang								
anam1248	Anamuxra	imi	-4.63762	144.991	Nuclear Trans New Guinea	Madang	Madang	False	False	Madang	Kalamic-South Adelbert	South Adelbert	South Adelbert	South Adelbert
anam1249	Anambé	aan	-2.71119	-49.303	Tupian	Tupi-Guaraní								
anam1251	Anambe of Ehrenreich				Tupian	Tupi-Guaraní								
anan1238	Ananjubi				Atlantic-Congo	Kwa								
anar1241	Anarak				Indo-European	Iranian								
anar1243	Anarya				Indo-European	Indic								
anas1239	Anasi	bpo	-1.73908	137.716	Bookkeeping									
anat1247	Anatri				Turkic	Turkic								
anat1248	Ana Tinga Dogon	dti	14.6669	-3.1168	Dogon	Dogon								
anat1252	Anatolia				Afro-Asiatic	Semitic								
anat1256	Anatolian Cluster				Afro-Asiatic	Semitic								
anat1259	Anatolian Turkish				Turkic	Turkic								
anat1260	Anatolian Bulgarian				Indo-European	Slavic								
anau1242	Anauli				Turkic	Turkic								
anau1243	Anauyá				Arawakan	Inland Northern Arawakan								
anca1236	Áncá	acb	6.66524	11.1087	Bookkeeping									
anca1243	Ancalong Kutai				Austronesian	Malayo-Sumbawan								
anch1238	Anchix				Nakh-Daghestanian	Avar-Andic-Tsezic								
anch1240	Ancho				Atlantic-Congo	Platoid								
anci1242	Ancient Greek	grc	39.8155	21.9129	Indo-European	Greek				Indo-European	Greek-Armenian	Greek	Ancient Greek	Ancient Greek
anci1244	Ancient Hebrew	hbo	31.7761	35.1725	Afro-Asiatic	Semitic				Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Canaanitic
anci1245	Ancient North Arabian	xna			Afro-Asiatic	Semitic								
anci1248	Ancient Ligurian	xlg			Unclassifiable	Ancient Ligurian								
ancu1238	Ancux				Nakh-Daghestanian	Avar-Andic-Tsezic								
anda1279	Andalusian				Indo-European	Romance								
anda1280	Andaman Creole Hindi	hca	11.676	92.738	Indo-European	Indic								
anda1281	Andalal-Gxdatl				Nakh-Daghestanian	Avar-Andic-Tsezic								
anda1282	Andadjin		-16.531222	127.693718	Worrorran	Worrorran								
anda1283	Andai	afd	-4.96449	143.637	Arafundi	Arafundi								
anda1284	Andarum	aod	-4.48734	144.767	Lower Sepik-Ramu	Ramu								
anda1285	Andahuaylas				Quechuan	Quechuan								
anda1286	Andaqui	ana	2.74999	-76.0		Andaqui								
anda1287	Andalusian Arabic	xaa			Afro-Asiatic	Semitic								
ande1246	Ande				Dravidian	Southern Dravidian								
ande1247	Andegerebinha	adg	-22.51278	137.3515	Pama-Nyungan	Central Pama-Nyungan								
ande1248	Andelale				Nuclear Trans New Guinea	Chimbu								
andh1241	Andhra Pradesh Lamani				Indo-European	Indic								
andh1242	Andh	anr	19.4734	77.7156	Indo-European	Indic								
andi1253	Andimeshki				Indo-European	Iranian								
andi1255	Andi	ani	42.8078	46.2919	Nakh-Daghestanian	Avar-Andic-Tsezic	Avar-Andic-Tsezic	False	False	Nakh-Daghestanian	Daghestanian	Avar-Andic	Andic	Andic
andi1256	Andinai				Central Sudanic	Mangbutu-Efe								
andi1257	Andio	bzb	-0.88368	123.174	Austronesian	Celebic								
ando1254	Andoquero		-0.666992	-72.310867	Huitotoan	Huitoto								
ando1255	Andoa	anb	-3.29664	-76.6056	Zaparoan	Zaparoan								
ando1256	Andoque	ano	-0.53751	-72.0869		Andoque	Andoke	False	False	Andoke	Andoke	Andoke	Andoke	Andoke
ando1257	Andoke				Andoque	Andoque								
andr1246	Andro		24.754303	94.033796	Sino-Tibetan	Jingpho								
andr1247	Andri				Central Sudanic	Moru-Ma'di								
andr1248	Andra-Hus	anx	-2.05894	147.085	Austronesian	Oceanic								
anee1234	Ane				Atlantic-Congo	Northern Atlantic								
anei1239	Aneityum	aty	-20.1864	169.825	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian
anem1248	Aneme Wake	aby	-9.75911	148.479	Yareban	Yareban								
anem1249	Anem	anz	-5.54836	148.993		Anem	Anêm	False	False	West New Britain	West New Britain	West New Britain	West New Britain	West New Britain
aneu1237	Aneuk Jamee				Austronesian	Malayo-Sumbawan								
anex1238	Anexo				Atlantic-Congo	Kwa								
anfi1235	Anfillo	myo	8.568	34.647	Ta-Ne-Omotic	North Omotic								
anga1288	Angami Naga	njm	25.6841	93.8668	Sino-Tibetan	Kuki-Chin	Kuki-Chin	False	False	Sino-Tibetan	Angami-Pochuri Group	Angami-Pochuri Group	Angami-Pochuri Group	Angami-Pochuri Group
anga1290	Angaataha	agm	-7.15012	146.352	Angan	Angan	Angan	False	False	Angan	Angan	Angan	Angan	Angan
anga1292	Angal Heneng	akh	-6.13347	143.478	Nuclear Trans New Guinea	Engan								
anga1293	Angal	age	-6.0127	143.592	Nuclear Trans New Guinea	Engan								
anga1294	Angal Enen	aoe	-6.23296	143.583	Nuclear Trans New Guinea	Engan								
anga1315	Angami Naga Sign Language		25.896367	93.719062	Sign Language	Sign Languages								
anga1316	Angaité	aqt	-22.85	-58.45	Lengua-Mascoy	Mascoian								
ange1244	Angevin				Indo-European	Romance								
angg1238	Angkamuthi	avm	-11.443	142.242	Pama-Nyungan	Northern Pama-Nyungan								
angg1239	Angguruk Yali	yli	-4.0836	139.457	Nuclear Trans New Guinea	Dani	Dani	False	False					
angi1238	Angika	anp	26.0047	85.534	Indo-European	Indic								
angk1247	Angkiyakmin				Nuclear Trans New Guinea	Ok								
angl1239	Archaic Angloromani	rme	51.75	-2.56	Indo-European	Indic								
angl1242	Anglo-Saxon Monastic Sign Language				Sign Language	Sign Languages								
angl1258	Anglo-Norman	xno			Indo-European	Romance								
angl1262	Anlo				Atlantic-Congo	Kwa								
angl1263	Anglat Agta				Austronesian	Greater Central Philippine								
angl1266	Angluo				Sino-Tibetan	Burmese-Lolo								
angl1267	Anglian				Indo-European	Germanic								
ango1253	Angole				Atlantic-Congo	Gur								
ango1254	Angor	agg	-3.7167	141.199	Senagi	Senagi	Senagi	False	False	Senagi	Senagi	Senagi	Senagi	Senagi
