ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE
11400	Banawa	BLACK	soki	soki	s o k i	s o k i	770	894	BLACK			
11420	Jamamadi	BLACK	soki	soki	s o k i	s o k i	770	894	BLACK			
12160	Paumari_1833	BLACK	pururuke	pururuke	p u r u r u k e	p u r u r u k e	1057	1014	BLACK			
12364	Arasairi	BLACK	dahuasinda / uasikenda	dahuasinda	d a w a + s i k + nd a	d a w a + s i k + nd a	770	532 894 1631	? BLACK ?			
12365	Arasairi	BLACK	dahuasinda / uasikenda	uasikenda	u a + s i k e + nd a	u a + s i k e + nd a	770	532 894 1631	_NOMINALIZER BLACK ?			
13901	Apurinã	BLACK	pomamaru	pomamaru	p o m a m a r ɨ	p o m a m a r ɨ	2399	2395	BLACK			
323	Deni	CORPSE	abapo	abapo	a b a p o	a b a p o	574	561	CORPSE			
11116	Banawa	CORPSE	abowi	abowi	a b o w i	a b o w i	574	561	CORPSE			
11421	Jamamadi	CORPSE	aboi	aboi	a b oi	a b oi	574	561	CORPSE			
11460	Jarawara	CORPSE	abohi	abohi	a b o h i	a b o h i	574	561	CORPSE			
12855	Paumari	CORPSE	abaʔo	abaʔo	a b a ʔ o	a b a ʔ o	574	561	CORPSE			
13729	Amarakaeri	CORPSE	embuey	embuey	e + mb u e j	e + mb u e j	2314	1603 1986	_NOMINALIZER DIE			Possibly cognate with the words in the Arawan languages
324	Deni	CORRECT (RIGHT)	naniarini	naniarini	n a n i a r i n i	n a n i a r i n i	575	562	CORRECT			
11776	Paumari	CORRECT (RIGHT)	makhani	makhani	m a kʰ a n i	m a kʰ a n i	1361	1324	CORRECT			
326	Deni	DAY (NOT NIGHT)	vada	vada	v a d a	v a d a	576	563	DAY			
941	Jarawara	DAY (NOT NIGHT)	jia	jia	j i a	j i a	577	564	DAY		YES	From Portuguese dia
10182	Paumari	DAY (NOT NIGHT)	mahi	mahi	m a h i	m a h i	779	741	DAY			
11401	Banawa	DAY (NOT NIGHT)	jama wei	jama wei	j a m a + w ei	j a m a + w ei	1362	1325 1326	TIME LIGHT			
11672	Jarawara	DAY (NOT NIGHT)	jama wehe	jama wehe	j a m a + w e h e	j a m a + w e h e	1362	1325 1326	TIME LIGHT			
11837	Kulina	DAY (NOT NIGHT)	wada	wada	w a d a	w a d a	576	563	DAY			
12366	Arasairi	DAY (NOT NIGHT)	uamenoe	uamenoe	u a + m e n o e	u a + m e n o e	1648	532 1632	_NOMINALIZER DAY			
13079	Toyeri	DAY (NOT NIGHT)	wameno	wameno	w a + m e n o	w a + m e n o	1648	532 1632	_NOMINALIZER DAY			
13386	Katawishi	DAY (NOT NIGHT)	boto holu	boto holu	b o t o + h o l u	b o t o + h o l u	2086	2090 2091	? ?			
13474	Amarakaeri	DAY (NOT NIGHT)	wamenoe	wamenoe	w a + m e n o e	w a + m e n o e	1648	532 1632	_NOMINALIZER DAY			
330	Deni	DIRTY	kiri	kiri	k i r i	k i r i	580	567	DIRTY			
944	Jarawara	DIRTY	bisa / tohija	bisa	b i s a	- b i s a	14	14	DIRTY			
945	Jarawara	DIRTY	bisa / tohija	tohija	t o h i j a	t o h i j a	392	372	DIRTY			
1308	Kulina	DIRTY	oba	oba	o b a	o b a	579	566	DIRTY			
1650	Paumari	DIRTY	ɓiiʃa / makamaka	ɓiiʃa	ɓ iː ʃ a	- ɓ iː ʃ a	14	14	DIRTY			
10051	Sorowaha	DIRTY	asa / kasiikɨ	asa	a s a	a s a	676	627	DARK			
10121	Sorowaha	DIRTY	asa / kasiikɨ	kasiikɨ	k a s iː k ɨ	k a s iː k ɨ	743	705	DIRTY			
11006	Paumari	DIRTY	ʔbiiʃa / makamaka	makamaka	m a k a m a k a	m a k a m a k a	1015	971	DIRTY			
11130	Banawa	DIRTY	bisa	bisa	b i s a	b i s a	14	14	DIRTY			
11422	Jamamadi	DIRTY	bisa	bisa	b i s a	b i s a	14	14	DIRTY			
13080	Toyeri	DIRTY	wasorokⁿda	wasorokⁿda	w a + s o r o k + ⁿd a	w a + s o r o k + ⁿd a	2031	532 2014 2015	_NOMINALIZER EARTH.SOIL ?			
13081	Sapiteri	DIRTY	wasorokⁿda	wasorokⁿda	w a + s o r o k + ⁿd a	w a + s o r o k + ⁿd a	2031	532 2014 2015	_NOMINALIZER EARTH.SOIL ?			
13477	Amarakaeri	DIRTY	wasorok / täwïrïngnda	wasorok	w a + s o r o k	w a + s o r o k	2031	532 2014	_NOMINALIZER EARTH.SOIL			dirty because of mud
13738	Amarakaeri	DIRTY	wasorok / täwïrïngnda	täwïrïngnda	t ã w ĩ r ĩ ŋ + nd a	t ã w ĩ r ĩ ŋ + nd a	2318	2313 2314	DIRTY ?			dirty because of not having washed oneself
337	Deni	FAR	vahini	vahini	v a h i n i	v a h i n i	1243	1243	FAR			
958	Jarawara	FAR	jabo	jabo	j a b o	j a b o	1244	781	LONG			
1317	Kulina	FAR	wahi	wahi	w a h i	w a h i - -	1243	1243	FAR			
10200	Paumari	FAR	ada	ada	a ɗ a	a ɗ a	786	746	FAR			
12367	Arasairi	FAR	jatenjokdak	jatenjokdak	h a t e n h o k d a k	h a t e n h o k d a k	1649	1633	FAR			
13082	Toyeri	FAR	aktšo	aktšo	a k tʃ o	a k tʃ o	2033	2019	FAR			
13083	Sapiteri	FAR	aktšo	aktšo	a k tʃ o	a k tʃ o	2033	2019	FAR			
13488	Amarakaeri	FAR	hadnte	hadnte	h a dⁿ + t e	h a dⁿ + t e	1649	1633 2170	FAR LOCATIVE			
342	Deni	FIX	ta	ta	t a	t a - -	45	45	FIX			
1661	Paumari	FIX	ɗakha	ɗakha	ɗ a kʰ a	ɗ a kʰ a	45	45	FIX			
10561	Proto-Arawan	FIX	ɗa	ɗa	ɗ a	ɗ a	45	45	FIX			
343	Deni	FOREHEAD	atha	atha	a t h a	a t h a	210	210	FOREHEAD			
969	Jarawara	FOREHEAD	ate	ate	a t e	a t - e	210	210	FOREHEAD			ate/ete
1662	Paumari	FOREHEAD	atha	atha	a tʰ a	a tʰ  a	210	210	FOREHEAD			
1862	Sorowaha	FOREHEAD	ata	ata	a t a	a t - a	210	210	FOREHEAD			
10436	Proto-Arawan	FOREHEAD	atʰa	atʰa	a tʰ a	a tʰ a	210	210	FOREHEAD			
11388	Banawa	FOREHEAD	ate	ate	a t e	a t e	210	210	FOREHEAD			ate/ete
11423	Jamamadi	FOREHEAD	ate	ate	a t e	a t e	210	210	FOREHEAD			ate/ete
12260	Kulina	FOREHEAD	wasʰari	wasʰari	w a sʰ a r i	w a sʰ a r i	1574	1555	FOREHEAD			
12368	Arasairi	FOREHEAD	uanaen	uanaen	u a + n a e n	u a + n a e n	1650	532 1634	_NOMINALIZER FOREHEAD			
13084	Toyeri	FOREHEAD	wakmbere	wakmbere	w a + k mb e r e	w a + k mb e r e	2035	532 2021	_NOMINALIZER FOREHEAD			
13085	Sapiteri	FOREHEAD	wakmbere	wakmbere	w a + k mb e r e	w a + k mb e r e	2035	532 2021	_NOMINALIZER FOREHEAD			
13424	Katawishi	FOREHEAD	sau a	sau a	s au + a	s au + a	2123	2134 2135	? ?			
13501	Amarakaeri	FOREHEAD	wanoy	wanoy	w a + n oi	w a + n oi	1650	532 1634	_NOMINALIZER FOREHEAD			
344	Deni	FROG	boko / joiwa	boko	b o k o	b o k o	31	31	FROG			
345	Deni	FROG	boko / joiwa	joiwa	j o i w a	j o i w a	264	264	FROG			
608	Deni	FROG	owawa	owawa	o w a w a	o w a w a	150	150	FROG.SP.			
672	Jamamadi	FROG	boka	boka	b o k a	b o k a	31	31	FROG			
876	Jamamadi	FROG	owawa	owawa	o w a w a	o w a w a	150	150	FROG.SP.			
970	Jarawara	FROG	jowi	jowi	j o w i	j o - w i	264	264	FROG			
1560	Kulina	FROG	japʰaʔi	japʰaʔi	j a pʰ a ʔ i	j a pʰ a ʔ i	84	84	FROG.SP.			
1863	Sorowaha	FROG	buwabuwa	buwabuwa	b u w a b u w a	b u w a b u w a	581	568	FROG			
1949	Sorowaha	FROG	jahowa	jahowa	j a h o w a	j a h o w a	84	84	FROG.SP.			
10531	Proto-Arawan	FROG	boka / japhoʔi / joiwa / owawa	boka	b o k a	b o k a	31	31	FROG			
10634	Proto-Arawan	FROG	boka / japhoʔi / joiwa / owawa	japhoʔi	j a pʰ o ʔ i	j a pʰ o ʔ i	84	84	FROG.SP.			
10655	Proto-Arawan	FROG	boka / japhoʔi / joiwa / owawa	joiwa	j oi w a	j oi w a	264	264	FROG			
10776	Proto-Arawan	FROG	boka / japhoʔi / joiwa / owawa	owawa	o w a w a	o w a w a	150	150	FROG.SP.			
12879	Paumari	FROG	βado	βado	β a d o	β a d o	1897	1877	FROG.SP.			
13755	Amarakaeri	FROG	wãwãʔ	wãwãʔ	w ã + w ã ʔ	w ã + w ã ʔ	150	532 150	_NOMINALIZER FROG.SP			
346	Deni	FRUIT	bunu	bunu	b u n u	b u n u	34	34	FRUIT			
971	Jarawara	FRUIT	boni	boni	b o n i	b o n i	34	34	FRUIT			boni/bono
1329	Kulina	FRUIT	bono	bono	b o n o	b o n o	34	34	FRUIT			
1663	Paumari	FRUIT	bono / dororo	bono	b o n o	b o n o	34	34	FRUIT			
5011	Sorowaha	FRUIT	midʒiɾi	midʒiɾi	m i dʒ i ɾ i	m i dʒ i ɾ i	1263	1263	FRUIT			
10994	Paumari	FRUIT	bono / dororo	dororo	ɗ o r o r o	ɗ o r o r o	1020	976	FRUIT			
11172	Banawa	FRUIT	hadi	hadi	h a d i	h a d i	1159	1125	FRUIT			
11766	Jamamadi	FRUIT	boni	boni	b o n i	b o n i	34	34	FRUIT			boni/bono
13086	Amarakaeri	FRUIT	waⁿda	waⁿda	w a + ⁿd a	w a + ⁿd a	973	532 931	_NOMINALIZER FRUIT			generic term for grapefruit-shaped fruit
14045	KatukinaBiá	FRUIT	ualapi	ualapi	w a ɭ a p i	w a ɭ a p i	2507	2467	FRUIT			
351	Deni	BLUE OR GREEN	derepʰede	derepʰede	d e r e pʰ e d e	d e r e pʰ e d e	811	1267	BLUE_GREEN			
10234	Paumari	BLUE OR GREEN	kori	kori	k o r i	- - - - k o r i	810	767	BLUE_GREEN			
10235	Sorowaha	BLUE OR GREEN	karakori	karakori	k a r a k o r i	k a r a k o r i	810	767	BLUE_GREEN			
10236	Jarawara	BLUE OR GREEN	teteɸo	teteɸo	t e t e ɸ o	t e t e ɸ o	811	1267	BLUE_GREEN			
11258	Sorowaha	BLUE OR GREEN	huraru	huraru	h u r a r u	h u r a r u	1156	1118	BLUE_GREEN			Also means green, skin color,, shiny
12165	Paumari_1833	BLUE OR GREEN	guaiso	guaiso	g ua i s o	g ua i s o	632	599	BLUE_GREEN			
13088	Toyeri	BLUE OR GREEN	wakiwej	wakiwej	w a k i w e j	- - - w a k i w e j - -	1651	1635	BLUE_GREEN			
13089	Sapiteri	BLUE OR GREEN	wakiwej	wakiwej	w a k i w e j	- - - w a k i w e j - -	1651	1635	BLUE_GREEN			
13703	Amarakaeri	BLUE OR GREEN	wakiwey	wakiwey	w a + k i w e j	w a + k i w e j	1651	532 1635	_NOMINALIZER GREEN			
356	Deni	HARD	khara	khara	kʰ a r a	kʰ a r a	278	278	HARD			
1342	Kulina	HARD	kʰaɾa	kʰaɾa	kʰ a ɾ a	kʰ a ɾ a	278	278	HARD			
1666	Paumari	HARD	kaara	kaara	k aː r a	k aː r a	278	278	HARD			
10702	Proto-Arawan	HARD	khaara	khaara	kʰ aː r a	kʰ aː r a	278	278	HARD			
11192	Banawa	HARD	kita	kita	k i t a	k i t a	278	278	HARD			
11194	Jarawara	HARD	kita	kita	k i t a	k i t a	278	278	HARD			
11524	Jamamadi	HARD	kita	kita	k i t a	k i t a	278	278	HARD			
12212	Sorowaha	HARD	hisa	hisa	h i s a	h i s a	278	278	HARD			
12370	Arasairi	HARD	dobuatenda	dobuatenda	d o b u a t e + nd a	d o b u a t e + nd a	1652	1636 1637	HARD ?			
13090	Toyeri	HARD	watširaj	watširaj	w a + tʃ i + r a j	w a + tʃ i + r a j	2040	532 2210 2026	_NOMINALIZER HARD ?			
13091	Sapiteri	HARD	watširaj	watširaj	w a + tʃ i + r a j	w a + tʃ i + r a j	2040	532 2210 2026	_NOMINALIZER HARD ?			
13506	Amarakaeri	HARD	wateynda	wateynda	w a + t ei + nd a	w a + t ei + nd a	2040	532 2210 2026	_NOMINALIZER HARD ?			
373	Deni	KNEE	khobori	khobori	kʰ o b o r i	kʰ o - - b o r i	283	283	KNEE			
1002	Jarawara	KNEE	jobati / kobabari	jobati	j o b a t i	j o b a t i	584	571	KNEE			
1003	Jarawara	KNEE	jobati / kobabari	kobabari	k o b a b a r i	k o b a b a r i	283	283	KNEE			
1363	Kulina	KNEE	kʰoboɾi / pito / tidzoɾi	kʰoboɾi	kʰ o b o ɾ i	kʰ o - - b o ɾ i	283	283	KNEE			
1364	Kulina	KNEE	kʰoboɾi / pito / tidzoɾi	pito	p i t o	p i t o	582	569	KNEE			
1365	Kulina	KNEE	kʰoboɾi / pito / tidzoɾi	tidzoɾi	t i dz o ɾ i	t i dz o ɾ i	583	570	KNEE			
10076	Sorowaha	KNEE	suwatɨ	suwatɨ	s u w a t ɨ	s u w a t ɨ	344	651	KNEE			
10254	Paumari	KNEE	kadʒoʔatʰa / hado	kadʒoʔatʰa	k a dʒ o ʔ a tʰ a	k a dʒ o ʔ a tʰ a	819	775	KNEE			
10707	Proto-Arawan	KNEE	khobabari	khobabari	kʰ o b a b a r i	kʰ o b a b a r i	283	283	KNEE			
11257	Banawa	KNEE	isi widi	isi widi	i s i + w i d i	i s i + w i d i	1159	77 1122	LEG ?			
13094	Toyeri	KNEE	waikʉⁿda	waikʉⁿda	w a + i k ʉ ⁿd a	w a + i k ʉ ⁿd a	2041	532 2027	_NOMINALIZER KNEE			
13095	Sapiteri	KNEE	waikʉⁿda	waikʉⁿda	w a + i k ʉ ⁿd a	w a + i k ʉ ⁿd a	2041	532 2027	_NOMINALIZER KNEE			
13520	Amarakaeri	KNEE	waikunda	waikunda	w a + i k u nd a	w a + i k u nd a	2041	532 2027	_NOMINALIZER KNEE			
375	Deni	LATE	naho	naho	n a h o	n a h o - - -	296	296	LATE			
1682	Paumari	LATE	naothi	naothi	n a o t h i	n a - o t h i	296	296	LATE			
10742	Proto-Arawan	LATE	naho	naho	n a h o	n a h o	296	296	LATE			
379	Deni	STORY	ima	ima	i m a	i m a	695	1410	TELL			
1370	Kulina	STORY	ima	ima	i m a	i m a	695	695	STORY			
11337	Banawa	STORY	hijara	hijara	h i j a r a	h i j a r a	1204	1170	STORY			
11525	Jamamadi	STORY	hijara	hijara	h i j a r a	h i j a r a	1204	1170	STORY			
11576	Jarawara	STORY	hijara	hijara	h i j a r a	h i j a r a	1204	1170	STORY			
380	Deni	LIMP	doki	doki	d o k i	d o k i - -	229	229	LIMP			
1685	Paumari	LIMP	dokhiri	dokhiri	ɗ o kʰ i r i	ɗ o kʰ i r i	229	229	LIMP			
10556	Proto-Arawan	LIMP	dokhi	dokhi	d o kʰ i	d o kʰ i	229	229	LIMP			
11262	Banawa	LIMP	nowa	nowa	n o w a	n o w a	1152	1110	LIMP			
11264	Jarawara	LIMP	nowa	nowa	n o w a	n o w a	1152	1110	LIMP			
11526	Jamamadi	LIMP	nowa	nowa	n o w a	n o w a	1152	1110	LIMP			
390	Deni	MOT-MOT (BIRD)	hiriti	hiriti	h i r i t i	h i - - r i t i	585	1115	MOT-MOT.BIRD			
704	Jamamadi	MOT-MOT (BIRD)	hiriti	hiriti	h i r i t i	h i - - r i t i	585	1115	MOT-MOT.BIRD			
1017	Jarawara	MOT-MOT (BIRD)	hihiriti	hihiriti	h i h i r i t i	h i h i r i t i	585	1115	MOT-MOT.BIRD			
10603	Proto-Arawan	MOT-MOT (BIRD)	hiriti	hiriti	h i r i t i	h i r i t i	585	1115	MOT-MOT.BIRD			
391	Deni	MOTH	daphopho	daphopho	d a pʰ o pʰ o	d a pʰ o pʰ o	41	41	MOTH			
1384	Kulina	MOTH	dapʰopʰo	dapʰopʰo	d a pʰ o pʰ o	d a pʰ o pʰ o	41	41	MOTH			
1879	Sorowaha	MOTH	dahoho	dahoho	d a h o h o	d a h o h o	41	41	MOTH			
10548	Proto-Arawan	MOTH	daphopho	daphopho	d a pʰ o pʰ o	d a pʰ o pʰ o	41	41	MOTH			
11280	Banawa	MOTH	moo	moo	m oː	m oː	1169	1137	MOTH			
11577	Jarawara	MOTH	moho	moho	m o h o	m o h o	1169	1137	MOTH			
12371	Arasairi	MOTH	seppo / sebako	seppo	s e p p o	s e p p - - o	1653	1638	MOTH			
12372	Arasairi	MOTH	seppo / sebako	sebako	s e b a k o	s e b - a k o	1653	1638	MOTH			
13778	Amarakaeri	MOTH	simbu	simbu	s i mb u	s i mb u	1653	1638	MOTH			gives light at night
395	Deni	NAME	oni	oni	o n i	- - - - o n - i - -	309	309	NAME			
707	Jamamadi	NAME	oni	oni	o n i	- - - - o n - i - -	309	309	NAME			
1021	Jarawara	NAME	ini	ini	i n i	- - - - i n - i - -	309	309	NAME			ini/ino
1389	Kulina	NAME	oni	oni	o n i	- - - - o n - i - -	309	309	NAME			
1692	Paumari	NAME	oni	oni	o n i	- - - - o n - i - -	309	309	NAME			
10373	Amarakaeri	NAME	wandik	wandik	w a + nd i k	w a + nd i k	898	532 856	_NOMINALIZER NAME			
10772	Proto-Arawan	NAME	oni	oni	o n i	- - - - o n - i - -	309	309	NAME			
11282	Banawa	NAME	ini	ini	i n i	- - - - i n - i - -	309	309	NAME			ini/ino
13096	Sapiteri	NAME	watonsipo	watonsipo	w a t o n s i p o	w a t o n s i p o	309	309	NAME			
13932	Apurinã	NAME	hĩwãka	hĩwãka	h ĩ w ã k a	h ĩ w ã k a	2429	2385	NAME			
398	Deni	NIGHT	dzume	dzume	dz u m e	dz u m e	589	575	NIGHT			
1026	Jarawara	NIGHT	jama	jama	j a m a	j a m a	589	575	NIGHT			
10272	Paumari	NIGHT	dʒoma	dʒoma	dʒ o m a	dʒ o m a	589	575	NIGHT			
10273	Kulina	NIGHT	zome	zome	z o m e	z o m e	589	575	NIGHT			
11382	Banawa	NIGHT	jama	jama	j a m a	j a m a	589	575	NIGHT			
11835	Paumari_1833	NIGHT	dʒuma	dʒuma	dʒ u m a	dʒ u m a	589	575	NIGHT			
11838	Sorowaha	NIGHT	bana	bana	b a n a	b a n a	1405	1376	NIGHT			
12373	Arasairi	NIGHT	osinde / sikiu	osinde	o s i k + nd e	o s i k + nd e	1654	894 1631	BLACK ALREADY			
12374	Arasairi	NIGHT	osinde / sikiu	sikiu	s i k + j u	s i k + j u	1655	894 2077	BLACK LOCATIVE			
13368	Amarakaeri	NIGHT	sikyo	sikyo	s i k + j o	s i k + j o	1655	894 2077	BLACK LOCATIVE			
13387	Katawishi	NIGHT	wida	wida	w i d a	w i d a	2087	2092	NIGHT			
399	Deni	NOSE	ene	ene	e n e	e n e	1112	1112	NOSE			
1392	Kulina	NOSE	ɛnɛ	ɛnɛ	ɛ n ɛ	ɛ n ɛ	1112	1112	NOSE			
1694	Paumari	NOSE	βiridi	βiridi	β i r i ɗ i	β i r i ɗ i	590	576	NOSE			
10274	Jarawara	NOSE	witi	witi	w i t i	w i t i	588	574	NOSE			
10505	Kanamari	NOSE	upak	upak	u p a k	u p a k	943	902	NOSE			
10506	KatukinaBiá	NOSE	upak	upak	u p a k	u p a k	943	902	NOSE			
10813	Katawishi	NOSE	uhi	uhi	u h i	u h i	964	921	NOSE			
10902	Proto-Arawan	NOSE	wiridi	wiridi	w i r i d i	w i r i d i	590	576	NOSE			
11283	Banawa	NOSE	widi	widi	w i d i	w i d i	588	574	NOSE			
11527	Jamamadi	NOSE	widi	widi	w i d i	w i d i	588	574	NOSE			
12174	Paumari_1833	NOSE	wiredi	wiredi	w i r e d i	w i r e d i	590	576	NOSE			
12375	Arasairi	NOSE	otampi	otampi	o t a m p i	o t a m p i	1656	1641	NOSE			
13537	Amarakaeri	NOSE	wäöh	wäöh	w ã + õ h	w ã + õ h	2217	532 2225	_NOMINALIZER NOSE			
13880	Sorowaha	NOSE	wadi	wadi	w a d iː	w a d iː	5880	574	NOSE			
13922	Apurinã	NOSE	kirita	kirita	k i r i t a	k i r i t a	2419	2382	NOSE			
408	Deni	PASSION FRUIT	sanaro	sanaro	s a n a r o	s a n a r o	1222	1222	PASSION.FRUIT			
717	Jamamadi	PASSION FRUIT	sanaro	sanaro	s a n a r o	s a n a r o	1222	1222	PASSION.FRUIT			
1885	Sorowaha	PASSION FRUIT	sanaɾo / sanaɾu	sanaɾo	s a n a ɾ o	s a n a ɾ o	1222	1222	PASSION.FRUIT			
5013	Sorowaha	PASSION FRUIT	sanaɾo / sanaɾu	sanaɾu	s a n a ɾ u	s a n a ɾ u	1222	1222	PASSION.FRUIT			
10827	Proto-Arawan	PASSION FRUIT	sanaro	sanaro	s a n a r o	s a n a r o	1222	1222	PASSION.FRUIT			
11289	Banawa	PASSION FRUIT	sakanaro	sakanaro	s a k a n a r o	s a k a n a r o	1222	1222	PASSION.FRUIT			
12273	Kulina	PASSION FRUIT	sowe	sowe	s o w e	s o w e	1578	1559	PASSION.FRUIT			
410	Deni	PAXIUBA (genus Irartea)	boba	boba	b o b a	b o b a	26	26	PAXIUBA			
1701	Paumari	PAXIUBA (genus Irartea)	oba	oba	o b a	o b a	26	26	PAXIUBA			
10526	Proto-Arawan	PAXIUBA (genus Irartea)	boba	boba	b o b a	b o b a	26	26	PAXIUBA			
12232	Sorowaha	PAXIUBA (genus Irartea)	dusana	dusana	d u s a n a	d u s a n a	1556	1536	PAXIUBA			
12234	Jarawara	PAXIUBA (genus Irartea)	janifara	janifara	j a n i ɸ a r a	j a n i ɸ a r a	1557	1537	PAXIUBA			
12592	Jamamadi	PAXIUBA (genus Irartea)	jani	jani	j a n i	j a n i	1557	1537	PAXIUBA			
12593	Banawa	PAXIUBA (genus Irartea)	jani	jani	j a n i	j a n i	1557	1537	PAXIUBA			
411	Deni	PEPPER	katsʰiʔi	katsʰiʔi	k a tsʰ i ʔ i	k a tsʰ i ʔ i	270	270	PEPPER			
1403	Kulina	PEPPER	katsʰi	katsʰi	k a tsʰ i	k a tsʰ i - -	270	270	PEPPER			
1702	Paumari	PEPPER	kasi	kasi	k a s i	k a s i - -	270	270	PEPPER			
10673	Proto-Arawan	PEPPER	katsʰiʔi	katsʰiʔi	k a tsʰ i ʔ i	k a tsʰ i ʔ i	270	270	PEPPER			
11294	Banawa	PEPPER	koriti	koriti	k o r i t i	k o r i t i	1215	1180	PEPPER			
11578	Jarawara	PEPPER	koriti	koriti	k o r i t i	k o r i t i	1215	1180	PEPPER			
13098	Toyeri	PEPPER	pahʉ	pahʉ	p a h ʉ	p a h ʉ	2043	2029	PEPPER			
13099	Sapiteri	PEPPER	pahʉ	pahʉ	p a h ʉ	p a h ʉ	2043	2029	PEPPER			
412	Deni	PIECE	bobi	bobi	b o b i	b o b i	27	27	PIECE			
1154	Jarawara	PIECE	kote	kote	k o t e	k o t e	952	910	PIECE			
1404	Kulina	PIECE	bobi	bobi	b o b i	b o b i	27	27	PIECE			
1704	Paumari	PIECE	bobi	bobi	b o b i	b o b i	27	27	PIECE			
1942	Sorowaha	PIECE	ibisini	ibisini	i b i s i n i	i b i s i n i	69	69	PIECE			Small piece
10527	Proto-Arawan	PIECE	bobi	bobi	b o b i	b o b i	27	27	PIECE			
10754	Banawa	PIECE	kote	kote	k o t e	k o t e	952	910	PIECE			
11528	Jamamadi	PIECE	kote	kote	k o t e	k o t e	952	910	PIECE			
414	Deni	DOVE	okoko	okoko	o k o k o	o k o k o	306	306	PIGEON			
550	Deni	DOVE	kamowa	kamowa	k a m o w a	k a m o w a	98	98	PIGEON			
661	Jamamadi	DOVE	okoko	okoko	o k o k o	o k o k o	307	307	PIGEON			
948	Jarawara	DOVE	okoko	okoko	o k o k o	o k o k o	307	307	PIGEON			onomatopoeic
1406	Kulina	DOVE	okoko	okoko	o k o k o	o k o k o	306	306	PIGEON			
1793	Paumari	DOVE	kamoa	kamoa	k a m o a	k a m o - a	98	98	PIGEON			
10664	Proto-Arawan	DOVE	kamowa	kamowa	k a m o w a	k a m o w a	98	98	PIGEON			
12085	Paumari_1833	DOVE	hoi hoi	hoi hoi	h oi h oi	h oi h oi	1494	1160	PIGEON			
13413	Katawishi	DOVE	itxihin	itxihin	i tʃ i h i ɲ	i tʃ i h i ɲ	2112	2122	PIGEON			
13739	Amarakaeri	DOVE	tukku	tukku	t u k k u	t u k k u	306	306	PIGEON			
416	Deni	PICK	ba	ba	b a	b a - -	213	213	PICK			
1039	Jarawara	PICK	bata	bata	b a t a	b a t a	213	213	PICK			
1706	Paumari	PICK	bada	bada	b a ɗ a	b a ɗ a	213	213	PICK			
10447	Proto-Arawan	PICK	bada	bada	b a d a	b a d a	213	213	PICK			
11650	Banawa	PICK	bata	bata	b a t a	b a t a	213	213	PICK			
12274	Kulina	PICK	pore	pore	p o r e	p o r e	1579	1560	PICK			
419	Deni	POUND TO FLATTEN	baro	baro	b a r o	b a r o	352	352	POUND.TO.FLATTEN			
724	Jamamadi	POUND TO FLATTEN	baro	baro	b a r o	b a r o	352	352	POUND.TO.FLATTEN			
1042	Jarawara	POUND TO FLATTEN	baro	baro	b a r o	b a r o	352	352	POUND.TO.FLATTEN			
1409	Kulina	POUND TO FLATTEN	baɾo	baɾo	b a ɾ o	b a ɾ o	352	352	POUND.TO.FLATTEN			
1890	Sorowaha	POUND TO FLATTEN	baɾo	baɾo	b a ɾ o	b a ɾ o	352	352	POUND.TO.FLATTEN			
10459	Proto-Arawan	POUND TO FLATTEN	baro	baro	b a r o	b a r o	352	352	POUND.TO.FLATTEN			
11504	Banawa	POUND TO FLATTEN	baro	baro	b a r o	b a r o	352	352	POUND.TO.FLATTEN			
13683	Amarakaeri	POUND TO FLATTEN	etugna	etugna	e + t u gŋ a	e + t u gŋ a	2227	1603 2235	_NOMINALIZER POUND			
420	Deni	PREGNANT	jahani	jahani	j a h a n i	j a h a n i	591	577	PREGNANT			
1708	Paumari	PREGNANT	isa	isa	i s a	i s a	247	247	PREGNANT			
10613	Proto-Arawan	PREGNANT	ijahani	ijahani	i j a h a n i	i j a h a n i	591	577	PREGNANT			
11379	Banawa	PREGNANT	naba	naba	n a b a	n a b a	1188	1153	PREGNANT			
11529	Jamamadi	PREGNANT	naba	naba	n a b a	n a b a	1188	1153	PREGNANT			
11579	Jarawara	PREGNANT	naba	naba	n a b a	n a b a	1188	1153	PREGNANT			
12276	Kulina	PREGNANT	hia	hia	h ia	h ia	1581	1562	PREGNANT			
13684	Amarakaeri	PREGNANT	mbognndakwe	mbognndakwe	mb o gŋ + nd a k + w e	mb o gŋ + nd a k + w e	2228	2236	LIP GOOD NEGATION			
421	Deni	PRETEND	wadawada	wadawada	w a d a + w a d a	w a d a + w a d a	592	578 578	PRETEND PRETEND			morph=sleep?
10536	Proto-Arawan	PRETEND	ɓada	ɓada	ɓ a d a	ɓ a d a	592	578	PRETEND			
11777	Paumari	PRETEND	badara	badara	ɓ a ɗ a r a	ɓ a ɗ a r a	592	578	PRETEND			
422	Deni	PULL OUT	jopha	jopha	j o pʰ a	j o pʰ a	315	315	PULL.OUT			
1410	Kulina	PULL OUT	jopʰa	jopʰa	j o pʰ a	j o pʰ a	315	315	PULL.OUT			
1709	Paumari	PULL OUT	rasoha	rasoha	r a s o h a	r a s o h a	315	315	PULL.OUT			
10792	Proto-Arawan	PULL OUT	rajopha	rajopha	r a j o pʰ a	r a j o pʰ a	315	315	PULL.OUT			
