# Wordlist

# DATA
ID	DOCULECT	CONCEPT	FORM	VALUE	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	BORROWING	NOTES
967	Jarawara	food	jamata	jamata	j a m a t a	j a m a t a	255	255	FOOD		
1326	Kulina	food	jamatapa	jamatapa	j a m a t a p a	j a m a t a p a	255	255	FOOD		
#
12	Arawa	foot	otamá	otamá	o t a m á	o t a m á	47	47	FOOT		
184	Banawa	foot	teme	teme	t e m e	t e m e	47	47	FOOT		
792	Jamamadi	foot	teme	teme	t e m e	t e m e	47	47	FOOT		
968	Jarawara	foot	tame	tame	t a m e	t a m e	0		FOOT		
1141	Jarawara	foot	teme	teme	t e m e	t e m e	47	47	FOOT		
1327	Kulina	foot	amori	amori	a m o r i	a m o r i	0		FOOT		masculine possessed
1764	Paumari	foot	ʔdama	ʔdama	ʔ d a m a	ʔ d a m a	47	47	FOOT		
1932	Sorowaha	foot	dama	dama	d a m a	d a m a	47	47	FOOT		
#
343	Deni	forehead	atha	atha	a t h a	a t h a	210	210	FOREHEAD		
969	Jarawara	forehead	ate	ate	a t e	a t e	210	210	FOREHEAD		
1662	Paumari	forehead	atha	atha	a t h a	a t h a	210	210	FOREHEAD		
1862	Sorowaha	forehead	ata	ata	a t a	a t a	210	210	FOREHEAD		
#
1328	Kulina	forest	zama	zama	z a m a	z a m a	0		FOREST		
1359	Kulina	forest	jama	jama	j a m a	j a m a	341	341	FOREST		
#
1802	Paumari	fragrant	sina	sina	s i n a	s i n a	0	412	unknown8		savory
#
344	Deni	frog	boko	boko	b o k o	b o k o	31	31	FROG		frog sp. that calls out when high water recedes
345	Deni	frog	joiwa	joiwa	j o i w a	j o i w a	264	264	FROG		
672	Jamamadi	frog	boka	boka	b o k a	b o k a	31	31	FROG		frog sp. that calls out when high water recedes
970	Jarawara	frog	jowi	jowi	j o w i	j o w i	264	264	FROG		
1863	Sorowaha	frog	buwabuwa	buwabuwa	b u w a b u w a	b u w a b u w a	31	31	FROG		frog sp. that calls out when high water recedes
#
608	Deni	frog sp.	owawa	owawa	o w a w a	o w a w a	150	150	FROG.SP.		
876	Jamamadi	frog sp.	owawa	owawa	o w a w a	o w a w a	150	150	FROG.SP.		
1560	Kulina	frog sp.	japhaʔi	japhaʔi	j a p h a ʔ i	j a p h a ʔ i	84	84	FROG.SP.		
1949	Sorowaha	frog sp.	jahowa	jahowa	j a h o w a	j a h o w a	84	84	FROG.SP.		
#
346	Deni	fruit	bono	bono	b o n o	b o n o	34	34	FRUIT		
971	Jarawara	fruit	mawa	mawa	m a w a	m a w a	0		FRUIT		
1329	Kulina	fruit	bono	bono	b o n o	b o n o	34	34	FRUIT		
1663	Paumari	fruit	bono	bono	b o n o	b o n o	34	34	FRUIT		
#
68	Banawa	fruit tree	joha	joha	j o h a	j o h a	261	261	FRUIT.TREE		
347	Deni	fruit tree	joha	joha	j o h a	j o h a	261	261	FRUIT.TREE		
673	Jamamadi	fruit tree	joha/watama	joha	j o h a	j o h a	261	261	FRUIT.TREE		
674	Jamamadi	fruit tree	joha/watama	watama	w a t a m a	w a t a m a	261	261	FRUIT.TREE		
972	Jarawara	fruit tree	joha/watama	joha	j o h a	j o h a	261	261	FRUIT.TREE		
973	Jarawara	fruit tree	joha/watama	watama	w a t a m a	w a t a m a	261	261	FRUIT.TREE		
1330	Kulina	fruit tree	joha	joha	j o h a	j o h a	261	261	FRUIT.TREE		
1864	Sorowaha	fruit tree	watama	watama	w a t a m a	w a t a m a	261	261	FRUIT.TREE		
#
69	Banawa	fruit vine	sabono	sabono	s a b o n o	s a b o n o	338	338	FRUIT.VINE		
348	Deni	fruit vine	sabono	sabono	s a b o n o	s a b o n o	338	338	FRUIT.VINE		
675	Jamamadi	fruit vine	sabono	sabono	s a b o n o	s a b o n o	338	338	FRUIT.VINE		
974	Jarawara	fruit vine	sabono	sabono	s a b o n o	s a b o n o	338	338	FRUIT.VINE		
1331	Kulina	fruit vine	sabono	sabono	s a b o n o	s a b o n o	338	338	FRUIT.VINE		
#
975	Jarawara	full	moo	moo	m o o	m o o	0		FULL		
#
70	Banawa	game animal	bani	bani	b a n i	b a n i	24	24	GAME.ANIMAL		meat
349	Deni	game animal	bani	bani	b a n i	b a n i	24	24	GAME.ANIMAL		meat
676	Jamamadi	game animal	bani	bani	b a n i	b a n i	24	24	GAME.ANIMAL		meat
976	Jarawara	game animal	bani	bani	b a n i	b a n i	24	24	GAME.ANIMAL		meat
1332	Kulina	game animal	bani	bani	b a n i	b a n i	24	24	GAME.ANIMAL		meat
#
877	Jamamadi	garden	fadara	fadara	f a d a r a	f a d a r a	151	151	GARDEN		
1240	Jarawara	garden	fatara	fatara	f a t a r a	f a t a r a	151	151	GARDEN		
1980	Sorowaha	garden	hadara	hadara	h a d a r a	h a d a r a	151	151	GARDEN		
#
266	Banawa	genipap	ora	ora	o r a	o r a	147	147	GENIPAP		
605	Deni	genipap	ora	ora	o r a	o r a	147	147	GENIPAP		
873	Jamamadi	genipap	ora	ora	o r a	o r a	147	147	GENIPAP		
1237	Jarawara	genipap	ora	ora	o r a	o r a	147	147	GENIPAP		
1615	Kulina	genipap	ora	ora	o r a	o r a	147	147	GENIPAP		
#
471	Deni	give	da	da	d a	d a	37	37	GIVE		
1333	Kulina	give	da	da	d a	d a	37	37	GIVE		
1334	Kulina	give	daka	daka	d a k a	d a k a	37	37	GIVE		
1664	Paumari	give	da	da	d a	d a	37	37	GIVE		
#
1193	Jarawara	give off light	oja	oja	o j a	o j a	687	687	GIVE.OFF.LIGHT		
#
153	Banawa	go	ka	ka	k a	k a	236	236	GO		go, to be in motion
472	Deni	go	kha	kha	k h a	k h a	236	236	GO		go, to be in motion
473	Deni	go	wahi	wahi	w a h i	w a h i	236	236	GO		
758	Jamamadi	go	ka	ka	k a	k a	236	236	GO		go, to be in motion
1092	Jarawara	go	ka	ka	k a	k a	236	236	GO		go, to be in motion
1471	Kulina	go	khani	khani	k h a n i	k h a n i	236	236	GO		go, to be in motion
1737	Paumari	go	awa	awa	a w a	a w a	236	236	GO		
1738	Paumari	go	kha	kha	k h a	k h a	236	236	GO		go, to be in motion
1906	Sorowaha	go	gawa	gawa	g a w a	g a w a	236	236	GO		
#
225	Banawa	go first	dai	dai	d a i	d a i	0	688	unknown7		go on ahead
834	Jamamadi	go first	dai	dai	d a i	d a i	0	688	unknown7		go on ahead
1188	Jarawara	go first	tai	tai	t a i	t a i	0	688	unknown7		go on ahead
#
1617	Kulina	gourd	paho	paho	p a h o	p a h o	152	152	GOURD		
1823	Paumari	gourd	wao	wao	w a o	w a o	152	152	GOURD		
#
71	Banawa	grab	tama	tama	t a m a	t a m a	39	39	GRAB		hold
350	Deni	grab	dama	dama	d a m a	d a m a	39	39	GRAB		hold
677	Jamamadi	grab	dama	dama	d a m a	d a m a	39	39	GRAB		hold
977	Jarawara	grab	dama	dama	d a m a	d a m a	39	39	GRAB		hold
#
523	Deni	grandchild	hinodini	hinodini	h i n o d i n i	h i n o d i n i	59	59	GRANDCHILD		
797	Jamamadi	grandchild	nodi	nodi	n o d i	n o d i	59	59	GRANDCHILD		
1147	Jarawara	grandchild	noti	noti	n o t i	n o t i	59	59	GRANDCHILD		
1543	Kulina	grandchild	hinodi	hinodi	h i n o d i	h i n o d i	59	59	GRANDCHILD		
1774	Paumari	grandchild	hanodi	hanodi	h a n o d i	h a n o d i	59	59	GRANDCHILD		
1939	Sorowaha	grandchild	inidi	inidi	i n i d i	i n i d i	59	59	GRANDCHILD		
#
197	Banawa	grandfather	idi	idi	i d i	i d i	72	72	GRANDFATHER		
804	Jamamadi	grandfather	idi	idi	i d i	i d i	72	72	GRANDFATHER		
1156	Jarawara	grandfather	iti	iti	i t i	i t i	72	72	GRANDFATHER		
1553	Kulina	grandfather	idi	idi	i d i	i d i	72	72	GRANDFATHER		
#
1335	Kulina	grass	zero makha	zero makha	z e r o + m a k h a	z e r o + m a k h a	0	4000 288	GRASS		? + snake
1336	Kulina	grass	zero taapi	zero taapi	z e r o + t a a p i	z e r o + t a a p i	0	5000 5001	GRASS		
#
186	Banawa	grasshopper sp.	abise	abise	a b i s e	a b i s e	55	55	GRASSHOPPER.SP.		
519	Deni	grasshopper sp.	abisha	abisha	a b i s h a	a b i s h a	55	55	GRASSHOPPER.SP.		
794	Jamamadi	grasshopper sp.	habise	habise	h a b i s e	h a b i s e	55	55	GRASSHOPPER.SP.		
1143	Jarawara	grasshopper sp.	abise	abise	a b i s e	a b i s e	55	55	GRASSHOPPER.SP.		
1539	Kulina	grasshopper sp.	abisha	abisha	a b i s h a	a b i s h a	55	55	GRASSHOPPER.SP.		
#
516	Deni	grate	heki	heki	h e k i	h e k i	52	52	GRATE		
1537	Kulina	grate	heki	heki	h e k i	h e k i	52	52	GRATE		
1769	Paumari	grate	giha	giha	g i h a	g i h a	52	52	GRATE		
#
1549	Kulina	great anteater	hojawa	hojawa	h o j a w a	h o j a w a	65	65	GREAT.ANTEATER		
1778	Paumari	great anteater	hiwa	hiwa	h i w a	h i w a	65	65	GREAT.ANTEATER		
#
351	Deni	green	derepede	derepede	d e r e p e d e	d e r e p e d e	0		GREEN		green/blue/yellow
#
72	Banawa	ground	nami	nami	n a m i	n a m i	297	297	GROUND		
352	Deni	ground	nami	nami	n a m i	n a m i	297	297	GROUND		
978	Jarawara	ground	wami	wami	w a m i	w a m i	297	297	GROUND		
1337	Kulina	ground	nami	nami	n a m i	n a m i	297	297	GROUND		
1665	Paumari	ground	nami	nami	n a m i	n a m i	297	297	GROUND		
#
583	Deni	growl	koro	koro	k o r o	k o r o	123		GROWL		of dog
1809	Paumari	growl	khororo	khororo	k h o r o r o	k h o r o r o	123		GROWL		of dog
#
73	Banawa	guan	dafo	dafo	d a f o	d a f o	42	42	GUAN		bird sp.
353	Deni	guan	dapo	dapo	d a p o	d a p o	42	42	GUAN		bird sp.
678	Jamamadi	guan	dafo	dafo	d a f o	d a f o	42	42	GUAN		bird sp.
979	Jarawara	guan	tafo	tafo	t a f o	t a f o	42	42	GUAN		bird sp.
1338	Kulina	guan	dapo	dapo	d a p o	d a p o	42	42	GUAN		bird sp.
1865	Sorowaha	guan	daho	daho	d a h o	d a h o	42	42	GUAN		bird sp.
#
74	Banawa	hair	kone	kone	k o n e	k o n e	275	275	HAIR		
354	Deni	hair	kone	kone	k o n e	k o n e	275	275	HAIR		
679	Jamamadi	hair	kone	kone	k o n e	k o n e	275	275	HAIR		
980	Jarawara	hair	kona	kona	k o n a	k o n a	275	275	HAIR		to have hair
981	Jarawara	hair	kone	kone	k o n e	k o n e	275	275	HAIR		
1339	Kulina	hair	kona	kona	k o n a	k o n a	275	275	HAIR		
1866	Sorowaha	hair	kona	kona	k o n a	k o n a	275	275	HAIR		
#
75	Banawa	hammock	jifo	jifo	j i f o	j i f o	260	260	HAMMOCK		
355	Deni	hammock	phoʔi	phoʔi	p h o ʔ i	p h o ʔ i	260	260	HAMMOCK		
680	Jamamadi	hammock	jifo	jifo	j i f o	j i f o	260	260	HAMMOCK		
982	Jarawara	hammock	jifo	jifo	j i f o	j i f o	260	260	HAMMOCK		
1340	Kulina	hammock	phoʔi	phoʔi	p h o ʔ i	p h o ʔ i	260	260	HAMMOCK		
1867	Sorowaha	hammock	howi	howi	h o w i	h o w i	260	260	HAMMOCK		
#
13	Arawa	hand	usafá	usafá	u s a f á	u s a f á	83	83	HAND		
205	Banawa	hand	jahi	jahi	j a h i	j a h i	83	83	HAND		
538	Deni	hand	japa	japa	j a p a	j a p a	83	83	HAND		
813	Jamamadi	hand	jahi / jefe	jahi	j a h i	j a h i	83	83	HAND		
814	Jamamadi	hand	jahi / jefe	jefe	j e f e	j e f e	83	83	HAND		
983	Jarawara	hand	jehe	jehe	j e h e	j e h e	0		HAND		
1166	Jarawara	hand	jehe / jee	jee	j e e	j e e	83	83	HAND		
1341	Kulina	hand	zepe	zepe	z e p e	z e p e	0		HAND		
1559	Kulina	hand	japa	japa	j a p a	j a p a	83	83	HAND		
1786	Paumari	hand	saʔa	saʔa	s a ʔ a	s a ʔ a	83	83	HAND		
1868	Sorowaha	hand	bihi	bihi	b i h i	b i h i	0	322	HAND		
1948	Sorowaha	hand	sahani	sahani	s a h a n i	s a h a n i	83	83	HAND		also leaf
#
356	Deni	hard	khara	khara	k h a r a	k h a r a	278	278	HARD		
1342	Kulina	hard	khara	khara	k h a r a	k h a r a	278	278	HARD		
1666	Paumari	hard	kaara	kaara	k a a r a	k a a r a	278	278	HARD		
#
984	Jarawara	he	he	he	h e	h e	0		HE		
1343	Kulina	he	powa	powa	p o w a	p o w a	0		HE		
#
76	Banawa	head	tati	tati	t a t i	t a t i	44	44	HEAD		
357	Deni	head	tati	tati	t a t i	t a t i	44	44	HEAD		
681	Jamamadi	head	tati	tati	t a t i	t a t i	44	44	HEAD		
985	Jarawara	head	tati	tati	t a t i	t a t i	44	44	HEAD		
1344	Kulina	head	tati	tati	t a t i	t a t i	44	44	HEAD		
1667	Paumari	head	ʔdaʔdi	ʔdaʔdi	ʔ d a ʔ d i	ʔ d a ʔ d i	44	44	HEAD		
#
154	Banawa	hear	mita	mita	m i t a	m i t a	293	293	HEAR		hear, listen
474	Deni	hear	mitha	mitha	m i t h a	m i t h a	293	293	HEAR		hear, listen
759	Jamamadi	hear	mita	mita	m i t a	m i t a	293	293	HEAR		hear, listen
1093	Jarawara	hear	mita	mita	m i t a	m i t a	293	293	HEAR		hear, listen
1472	Kulina	hear	mitha	mitha	m i t h a	m i t h a	293	293	HEAR		hear, listen
1739	Paumari	hear	mitha	mitha	m i t h a	m i t h a	293	293	HEAR		hear, listen
1907	Sorowaha	hear	mita	mita	m i t a	m i t a	293	293	HEAR		hear, listen
#
77	Banawa	heart	wakamari	wakamari	w a k a m a r i	w a k a m a r i	285	285	HEART		
1345	Kulina	heart	bonokhori	bonokhori	b o n o k h o r i	b o n o k h o r i	285	285	HEART		
#
78	Banawa	heavy	kanaha	kanaha	k a n a h a	k a n a h a	279	279	HEAVY		
358	Deni	heavy	kanaha	kanaha	k a n a h a	k a n a h a	279	279	HEAVY		
1346	Kulina	heavy	khanaha	khanaha	k h a n a h a	k h a n a h a	279	279	HEAVY		
1668	Paumari	heavy	khana	khana	k h a n a	k h a n a	279	279	HEAVY		
#
79	Banawa	here	ahi	ahi	a h i	a h i	204	204	HERE		
359	Deni	here	ahi	ahi	a h i	a h i	204	204	HERE		
682	Jamamadi	here	ahi	ahi	a h i	a h i	204	204	HERE		
986	Jarawara	here	ahi	ahi	a h i	a h i	204	204	HERE		
1347	Kulina	here	ahi	ahi	a h i	a h i	204	204	HERE		
1669	Paumari	here	hida	hida	h i d a	h i d a	204	204	HERE		
1869	Sorowaha	here	hia	hia	h i a	h i a	204	204	HERE		
#
80	Banawa	heron	jawiro	jawiro	j a w i r o	j a w i r o	257	257	HERON		
683	Jamamadi	heron	jawiro	jawiro	j a w i r o	j a w i r o	257	257	HERON		
987	Jarawara	heron	jawiro	jawiro	j a w i r o	j a w i r o	257	257	HERON		
1670	Paumari	heron	jawira	jawira	j a w i r a	j a w i r a	257	257	HERON		
#
190	Banawa	heron sp.	anafi	anafi	a n a f i	a n a f i	60	60	HERON.SP.		
528	Deni	heron sp.	honore	honore	h o n o r e	h o n o r e	66	66	HERON.SP.		
798	Jamamadi	heron sp.	anafi	anafi	a n a f i	a n a f i	60	60	HERON.SP.		
1148	Jarawara	heron sp.	anafi	anafi	a n a f i	a n a f i	60	60	HERON.SP.		
1544	Kulina	heron sp.	anopi	anopi	a n o p i	a n o p i	60	60	HERON.SP.		
1550	Kulina	heron sp.	honore	honore	h o n o r e	h o n o r e	66	66	HERON.SP.		
1779	Paumari	heron sp.	honori	honori	h o n o r i	h o n o r i	66	66	HERON.SP.		
#
81	Banawa	high	fota	fota	f o t a	f o t a	314	314	HIGH		be large
360	Deni	high	potaha	potaha	p o t a h a	p o t a h a	314	314	HIGH		high, large
988	Jarawara	high	fota	fota	f o t a	f o t a	314	314	HIGH		be large
1348	Kulina	high	pota	pota	p o t a	p o t a	314	314	HIGH		high, large
#
82	Banawa	hill	adami	adami	a d a m i	a d a m i	3	3	HILL		also slope, and port at bottom of hill
361	Deni	hill	adami	adami	a d a m i	a d a m i	3	3	HILL		also slope, and port at bottom of hill
684	Jamamadi	hill	adami	adami	a d a m i	a d a m i	3	3	HILL		also slope, and port at bottom of hill
989	Jarawara	hill	atami	atami	a t a m i	a t a m i	3	3	HILL		also slope, and port at bottom of hill
1349	Kulina	hill	adami	adami	a d a m i	a d a m i	3	3	HILL		also slope, and port at bottom of hill
1671	Paumari	hill	adami	adami	a d a m i	a d a m i	3	3	HILL		also slope, and port at bottom of hill
1870	Sorowaha	hill	adami	adami	a d a m i	a d a m i	3	3	HILL		also slope, and port at bottom of hill
#
155	Banawa	hit	baa	baa	b a a	b a a	0	212	BEAT		beat, hit
363	Deni	hit	daka	daka	d a k a	d a k a	38	38	HIT		also pound, spank
475	Deni	hit	baa	baa	b a a	b a a	0	212	BEAT		beat, hit
561	Deni	hit	koba	koba	k o b a	k o b a	110	110	HIT		also beat
760	Jamamadi	hit	baa	baa	b a a	b a a	0	212	BEAT		beat, hit
1094	Jarawara	hit	baa	baa	b a a	b a a	0	212	BEAT		beat, hit
1350	Kulina	hit	da	da	d a	d a	38	38	HIT		also pound, spank
1473	Kulina	hit	ida	ida	i d a	i d a	212	212	TO.HIT		beat, hit
1474	Kulina	hit	pha	pha	p h a	p h a	212	212	TO.HIT		beat, hit
1578	Kulina	hit	koba	koba	k o b a	k o b a	110	110	HIT		also beat
1673	Paumari	hit	da	da	d a	d a	38	38	HIT		also pound, spank
1740	Paumari	hit	baa	baa	b a a	b a a	0	212	BEAT		beat, hit
1799	Paumari	hit	oba	oba	o b a	o b a	110	110	HIT		also beat
1908	Sorowaha	hit	batoha	batoha	b a t o h a	b a t o h a	0	212	BEAT		beat, hit
#
84	Banawa	hole	hodi	hodi	h o d i	h o d i	246	246	HOLE		
364	Deni	hole	odi	odi	o d i	o d i	246	246	HOLE		
685	Jamamadi	hole	hodi	hodi	h o d i	h o d i	246	246	HOLE		
991	Jarawara	hole	hoti	hoti	h o t i	h o t i	246	246	HOLE		
1351	Kulina	hole	odi	odi	o d i	o d i	246	246	HOLE		
1674	Paumari	hole	hodi	hodi	h o d i	h o d i	246	246	HOLE		
#
237	Banawa	home	tabora	tabora	t a b o r a	t a b o r a	0	408	unknown5		place, village
842	Jamamadi	home	tabora	tabora	t a b o r a	t a b o r a	0	408	unknown5		
1200	Jarawara	home	tabora	tabora	t a b o r a	t a b o r a	0	408	unknown5		place, village
#
1352	Kulina	horn	ori	ori	o r i	o r i	0		HORN		masculine possessed
#
5	Arawa	house	zami	zami	z a m i	z a m i	254	254	HOUSE		
365	Deni	house	jamari	jamari	j a m a r i	j a m a r i	254	254	HOUSE		
1990	Sorowaha	house	uuda	uuda	u: d a	u: d a	0		HOUSE		
#
566	Deni	house girder	pinine	pinine	p i n i n e	p i n i n e	0	400	unknown1		
#
85	Banawa	howler monkey	jiko	jiko	j i k o	j i k o	252	252	HOWLER.MONKEY		
366	Deni	howler monkey	jajiʔo	jajiʔo	j a j i ʔ o	j a j i ʔ o	252	252	HOWLER.MONKEY		
686	Jamamadi	howler monkey	jiko	jiko	j i k o	j i k o	252	252	HOWLER.MONKEY		
992	Jarawara	howler monkey	jiko	jiko	j i k o	j i k o	252	252	HOWLER.MONKEY		
1353	Kulina	howler monkey	jajio	jajio	j a j i o	j a j i o	252	252	HOWLER.MONKEY		
1675	Paumari	howler monkey	kawina	kawina	k a w i n a	k a w i n a	252	252	HOWLER.MONKEY		
1871	Sorowaha	howler monkey	kania	kania	k a n i a	k a n i a	252	252	HOWLER.MONKEY		
#
1354	Kulina	husband	makhi	makhi	m a k h i	m a k h i	0	289	HUSBAND		
#
994	Jarawara	ice	selo	selo	s e l o	s e l o	0		ICE		
#
995	Jarawara	if	ya	ya	y a	y a	0		IF		
#
86	Banawa	illuminate	firi	firi	f i r i	f i r i	312	312	ILLUMINATE		illuminate, shine on
367	Deni	illuminate	piri	piri	p i r i	p i r i	312	312	ILLUMINATE		illuminate, shine on
687	Jamamadi	illuminate	firi	firi	f i r i	f i r i	312	312	ILLUMINATE		illuminate, shine on
996	Jarawara	illuminate	firi	firi	f i r i	f i r i	312	312	ILLUMINATE		illuminate, shine on
1356	Kulina	illuminate	piri	piri	p i r i	p i r i	312	312	ILLUMINATE		illuminate, shine on
#
87	Banawa	imbauba	boko	boko	b o k o	b o k o	35	35	IMBAUBA		tree sp.
688	Jamamadi	imbauba	bokosara	bokosara	b o k o s a r a	b o k o s a r a	35	35	IMBAUBA		tree sp.
997	Jarawara	imbauba	boko	boko	b o k o	b o k o	35	35	IMBAUBA		tree sp.
1872	Sorowaha	imbauba	hoko	hoko	h o k o	h o k o	35	35	IMBAUBA		tree sp.
#
585	Deni	in company with	wijehe	wijehe	w i j e h e	w i j e h e	0	500	unknown10		
#
233	Banawa	in front of	nokosi	nokosi	n o k o s i	n o k o s i	0	685	FINGERNAIL		in front of
1197	Jarawara	in front of	nokosi	nokosi	n o k o s i	n o k o s i	0	685	FINGERNAIL		in front of
#
88	Banawa	inside	bodi	bodi	b o d i	b o d i	30	30	INSIDE		inner part of
368	Deni	inside	bodi	bodi	b o d i	b o d i	30	30	INSIDE		inner part of
998	Jarawara	inside	boti	boti	b o t i	b o t i	30	30	INSIDE		inner part of
1357	Kulina	inside	bodi	bodi	b o d i	b o d i	30	30	INSIDE		inner part of
1676	Paumari	inside	bodi	bodi	b o d i	b o d i	30	30	INSIDE		inner part of
#
91	Banawa	inside part	doro	doro	d o r o	d o r o	342	342	INSIDE.PART		
371	Deni	inside part	doro	doro	d o r o	d o r o	342	342	INSIDE.PART		abdomen
691	Jamamadi	inside part	doro	doro	d o r o	d o r o	342	342	INSIDE.PART		
1001	Jarawara	inside part	toro	toro	t o r o	t o r o	342	342	INSIDE.PART		abdomen
1360	Kulina	inside part	doro	doro	d o r o	d o r o	342	342	INSIDE.PART		abdomen
#
14	Arawa	jaguar	jumayhí	jumayhí	j u m a y h í	j u m a y h í	90	90	JAQUAR		also dog
211	Banawa	jaguar	jomahi	jomahi	j o m a h i	j o m a h i	90	90	JAQUAR		also dog
543	Deni	jaguar	jomahi	jomahi	j o m a h i	j o m a h i	90	90	JAQUAR		
819	Jamamadi	jaguar	jomahi	jomahi	j o m a h i	j o m a h i	90	90	JAQUAR		also dog
1172	Jarawara	jaguar	jomahi	jomahi	j o m a h i	j o m a h i	90	90	JAQUAR		also dog
1565	Kulina	jaguar	jomahi	jomahi	j o m a h i	j o m a h i	90	90	JAQUAR		
1789	Paumari	jaguar	jomahi	jomahi	j o m a h i	j o m a h i	90	90	JAQUAR		
#
515	Deni	jump	ti	ti	t i	t i	50	50	JUMP		
793	Jamamadi	jump	ti	ti	t i	t i	50	50	JUMP		also grasshopper sp.
1767	Paumari	jump	ʔdiriʔdiri	ʔdiriʔdiri	ʔ d i r i ʔ d i r i	ʔ d i r i ʔ d i r i	50	50	JUMP		
#
1475	Kulina	kill	nanazokhe / napamahona / nanahika	nanahika	n a n a h i k a	n a n a h i k a	0		KILL		plural suppletive stem
1476	Kulina	kill	nanazokhe / napamahona / nanahika	nanazokhe	n a n a z o k h e	n a n a z o k h e	0		KILL		singular suppletive stem
1477	Kulina	kill	nanazokhe / napamahona / nanahika	napamahona	n a p a m a h o n a	n a p a m a h o n a	0		KILL		dual suppletive stem
#
92	Banawa	kingfisher	kere	kere	k e r e	k e r e	280	280	KINGFISHER		
372	Deni	kingfisher	khere	khere	k h e r e	k h e r e	280	280	KINGFISHER		
692	Jamamadi	kingfisher	kere	kere	k e r e	k e r e	280	280	KINGFISHER		
1361	Kulina	kingfisher	dirodiro	dirodiro	d i r o d i r o	d i r o d i r o	43	43	KINGFISHER		
1362	Kulina	kingfisher	khere	khere	k h e r e	k h e r e	280	280	KINGFISHER		
1679	Paumari	kingfisher	tirotiro	tirotiro	t i r o t i r o	t i r o t i r o	43	43	KINGFISHER		
#
243	Banawa	kinkajou	kokosi	kokosi	k o k o s i	k o k o s i	117	117	KINKAJOU		jupará, night monkey
579	Deni	kinkajou	kosikosi	kosikosi	k o s i k o s i	k o s i k o s i	117		KINKAJOU		jupará, night monkey
850	Jamamadi	kinkajou	kokosi	kokosi	k o k o s i	k o k o s i	117	117	KINKAJOU		jupará, night monkey
1209	Jarawara	kinkajou	kokosi	kokosi	k o k o s i	k o k o s i	117	117	KINKAJOU		jupará, night monkey
#
373	Deni	knee	khobori	khobori	k h o b o r i	k h o b o r i	283	283	KNEE		knee, joint
1002	Jarawara	knee	jobati	jobati	j o b a t i	j o b a t i	283	283	KNEE		
1003	Jarawara	knee	kobabari	kobabari	k o b a b a r i	k o b a b a r i	283	283	KNEE		knee, joint
1363	Kulina	knee	khobori / pito / tizori	khobori	k h o b o r i	k h o b o r i	283	283	KNEE		knee, joint
1364	Kulina	knee	khobori / pito / tizori	pito	p i t o	p i t o	283	283	KNEE		knee, joint
1365	Kulina	knee	khobori / pito / tizori	tizori	t i z o r i	t i z o r i	283	283	KNEE		knee, joint
#
156	Banawa	know	wato	wato	w a t o	w a t o	302	302	KNOW		
476	Deni	know	nawato	nawato	n a w a t o	n a w a t o	302	302	KNOW		
761	Jamamadi	know	wato	wato	w a t o	w a t o	302	302	KNOW		
1095	Jarawara	know	wato	wato	w a t o	w a t o	302	302	KNOW		
1478	Kulina	know	naʔato	naʔato	n a ʔ a t o	n a ʔ a t o	302	302	KNOW		
#
6	Arawa	lake	dacu	dacu	d a c u	d a c u	47	47	LAKE		
374	Deni	lake	korija	korija	k o r i j a	k o r i j a	46	46	LAKE		
1004	Jarawara	lake	rako	rako	r a k o	r a k o	0		LAKE		
1366	Kulina	lake	korija	korija	k o r i j a	k o r i j a	46	46	LAKE		
1367	Kulina	lake	koriza	koriza	k o r i z a	k o r i z a	0		LAKE		
1680	Paumari	lake	ʔdako	ʔdako	ʔ d a k o	ʔ d a k o	47	47	LAKE		
#
1579	Kulina	large catfish	moro	moro	m o r o	m o r o	0	689	FISH		
#
536	Deni	large insect	jaʔo	jaʔo	j a ʔ o	j a ʔ o	81	81	LARGE.INSECT		possibly daddy longlegs
1164	Jarawara	large insect	jao	jao	j a o	j a o	81	81	LARGE.INSECT		possibly daddy longlegs
#
93	Banawa	large mosquito	bita	bita	b i t a	b i t a	343	343	LARGE.MOSQUITO		carapanã
693	Jamamadi	large mosquito	bita	bita	b i t a	b i t a	343	343	LARGE.MOSQUITO		carapanã
1005	Jarawara	large mosquito	bita	bita	b i t a	b i t a	343	343	LARGE.MOSQUITO		carapanã
1681	Paumari	large mosquito	bitha	bitha	b i t h a	b i t h a	343	343	LARGE.MOSQUITO		carapanã
#
182	Banawa	larva of fly	moho	moho	m o h o	m o h o	691	691	LARVA.OF.FLY		laid in skin
510	Deni	larva of fly	moho	moho	m o h o	m o h o	691	691	LARVA.OF.FLY		laid in skin
1139	Jarawara	larva of fly	moho	moho	m o h o	m o h o	691	691	LARVA.OF.FLY		laid in skin
1536	Kulina	larva of fly	moho	moho	m o h o	m o h o	691	691	LARVA.OF.FLY		laid in skin
1930	Sorowaha	larva of fly	moho	moho	m o h o	m o h o	691	691	LARVA.OF.FLY		laid in skin
#
375	Deni	later	naho	naho	n a h o	n a h o	296	296	LATER		
1682	Paumari	later	naothi	naothi	n a o t h i	n a o t h i	296	296	LATER		
#
157	Banawa	laugh	haha	haha	h a h a	h a h a	239	239	LAUGH		
477	Deni	laugh	haha	haha	h a h a	h a h a	239	239	LAUGH		
762	Jamamadi	laugh	haha	haha	h a h a	h a h a	239	239	LAUGH		
