ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE
1170	Jarawara	PEACH PALM	jawita	jawita	j a w i t a	j a w i t a	88	88	PEACH.PALM			
1563	Kulina	PEACH PALM	jaʔida	jaʔida	j a ʔ i d a	j a ʔ i d a	88	88	PEACH.PALM			
5015	Sorowaha	PEACH PALM	maasa	maasa	m aː s a	m aː s a	555	548	PEACH.PALM			
210	Banawa	URINE	jokari	jokari	j o k a r i	j o k a r i	89	89	URINE			
542	Deni	URINE	jokhari	jokhari	j o kʰ a r i	j o kʰ a r i	89	89	URINE			
1171	Jarawara	URINE	jokari	jokari	j o k a r i	j o k a r i	89	89	URINE			
1564	Kulina	URINE	jokʰɛɾi	jokʰɛɾi	j o kʰ ɛ ɾ i	j o kʰ ɛ ɾ i	89	89	URINE			
1788	Paumari	URINE	jokha	jokha	j o kʰ a	j o kʰ a - -	89	89	URINE			
10116	Sorowaha	URINE	kasuka	kasuka	k a s u k a	k a s u k a	739	701	URINE			
212	Banawa	SCORPION	jomasa	jomasa	j o m a s a	j o m a - - s a	91	91	SCORPION			
544	Deni	SCORPION	jomatsʰa	jomatsʰa	j o m a tsʰ a	j o m a - - tsʰ a	91	91	SCORPION			
820	Jamamadi	SCORPION	jomasa	jomasa	j o m a s a	j o m a - - s a	91	91	SCORPION			
1173	Jarawara	SCORPION	jomasa	jomasa	j o m a s a	j o m a - - s a	91	91	SCORPION			
1566	Kulina	SCORPION	jomowatsʰa	jomowatsʰa	j o m o w a tsʰ a	j o m o w a tsʰ a	91	91	SCORPION			
213	Banawa	TAIL	joɸori	joɸori	j o ɸ o r i	j o ɸ o r i	93	93	TAIL			
545	Deni	TAIL	jifori	jifori	j i f o r i	j i f o r i	93	93	TAIL			
821	Jamamadi	TAIL	joɸari	joɸari	j o ɸ a r i	j o ɸ a r i	93	93	TAIL			
1174	Jarawara	TAIL	joɸori	joɸori	j o ɸ o r i	j o ɸ o r i	93	93	TAIL			
1448	Kulina	TAIL	dzopoɾi / jopoɾi	dzopoɾi	dz o p o ɾ i	dz o p o ɾ i	93	93	TAIL			
1568	Kulina	TAIL	dzopoɾi / jopoɾi	jopoɾi	j o p o ɾ i	j o p o ɾ i	93	93	TAIL			
214	Banawa	ORDER	jose	jose	j o s e	j o s e - -	94	94	ORDER			
546	Deni	ORDER	jotsʰe	jotsʰe	j o tsʰ e	j o tsʰ e - -	94	94	ORDER			
822	Jamamadi	ORDER	jose	jose	j o s e	j o s e - -	94	94	ORDER			
1175	Jarawara	ORDER	jose	jose	j o s e	j o s e - -	94	94	ORDER			
1569	Kulina	ORDER	jotsʰɛʔɛ	jotsʰɛʔɛ	j o tsʰ ɛ ʔ ɛ	j o tsʰ ɛ ʔ ɛ	94	94	ORDER			
215	Banawa	BUTTOCKS	joti / mate	joti	j o t i	j o t i	95	95	BUTTOCKS			
255	Banawa	BUTTOCKS	joti / mate	mate	m a t e	m a t e	133	133	BUTTOCKS			
547	Deni	BUTTOCKS	joto / mata	joto	j o t o	j o t o	95	95	BUTTOCKS			
595	Deni	BUTTOCKS	joto / mata	mata	m a t a	m a t a	133	133	BUTTOCKS			
823	Jamamadi	BUTTOCKS	joti / mate	joti	j o t i	j o t i	95	95	BUTTOCKS			
863	Jamamadi	BUTTOCKS	joti / mate	mate	m a t e	m a t e	133	133	BUTTOCKS			
1176	Jarawara	BUTTOCKS	joti / mate	joti	j o t i	j o t i	95	95	BUTTOCKS			
1225	Jarawara	BUTTOCKS	joti / mate	mate	m a t e	m a t e	133	133	BUTTOCKS			
1570	Kulina	BUTTOCKS	joto / mata	joto	j o t o	j o t o	95	95	BUTTOCKS			
1604	Kulina	BUTTOCKS	joto / mata	mata	m a t a	m a t a	133	133	BUTTOCKS			
1791	Paumari	BUTTOCKS	joʔo	joʔo	j o ʔ o	j o ʔ o	95	95	BUTTOCKS			
1974	Sorowaha	BUTTOCKS	mate	mate	m a t e	m a t e	133	133	BUTTOCKS			
216	Banawa	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	j o t o m i	96	96	COATI			
548	Deni	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	j o t o m i	96	96	COATI			
824	Jamamadi	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	j o t o m i	96	96	COATI			
1177	Jarawara	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	j o t o m i	96	96	COATI			
1571	Kulina	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	j o t o m i	96	96	COATI			
5168	Sorowaha	COATI (COATIMUNDI)	baɾihini	baɾihini	b a ɾ i h i n i	b a ɾ i h i n i	556	549	COATI			
217	Banawa	LOUSE	kamati	kamati	k a m a t i	k a m a t i	97	97	LOUSE			
549	Deni	LOUSE	kamati	kamati	k a m a t i	k a m a t i	97	97	LOUSE			
825	Jamamadi	LOUSE	kamati	kamati	k a m a t i	k a m a t i	97	97	LOUSE			
1178	Jarawara	LOUSE	kamati	kamati	k a m a t i	k a m a t i	97	97	LOUSE			
1572	Kulina	LOUSE	kamati	kamati	k a m a t i	k a m a t i	97	97	LOUSE			
1792	Paumari	LOUSE	kamaʔi	kamaʔi	k a m a ʔ i	k a m a ʔ i	97	97	LOUSE			
218	Banawa	CHIN	anade	anade	a n a d e	- a n a d e	100	100	CHIN			
552	Deni	CHIN	anada	anada	a n a d a	- a n a d a	100	100	CHIN			
826	Jamamadi	CHIN	anade	anade	a n a d e	- a n a d e	100	100	CHIN			
1179	Jarawara	CHIN	anate	anate	a n a t e	- a n a t e	100	100	CHIN			
1574	Kulina	CHIN	anada	anada	a n a d a	- a n a d a	100	100	CHIN			
1795	Paumari	CHIN	kanada	kanada	k a n a d a	k a n a d a	100	100	CHIN			
10094	Sorowaha	CHIN	zaɾadɨ	zaɾadɨ	z a ɾ a d ɨ	z a ɾ a d ɨ	724	672	CHIN			
219	Banawa	SMALL TOAD (SPECIES)	kawa	kawa	k a w a	k a w a	101	101	SMALL.TAOD.SP.			
553	Deni	SMALL TOAD (SPECIES)	kawa	kawa	k a w a	k a w a	101	101	SMALL.TAOD.SP.			
827	Jamamadi	SMALL TOAD (SPECIES)	kawa	kawa	k a w a	k a w a	101	101	SMALL.TAOD.SP.			
1180	Jarawara	SMALL TOAD (SPECIES)	kawa	kawa	k a w a	k a w a	101	101	SMALL.TAOD.SP.			
1575	Kulina	SMALL TOAD (SPECIES)	kawa	kawa	k a w a	k a w a	101	101	SMALL.TAOD.SP.			
1796	Paumari	SMALL TOAD (SPECIES)	kapakapa	kapakapa	k a p a + k a p a	k a p a + k a p a	557	550 550	? ?			
220	Banawa	HORSEFLY	karajati	karajati	k a r a j a t i	k a r a j a t i	103	103	HORSEFLY			
555	Deni	HORSEFLY	karajati	karajati	k a r a j a t i	k a r a j a t i	103	103	HORSEFLY			
828	Jamamadi	HORSEFLY	kariti	kariti	k a r i t i	k a r i - - t i	103	103	HORSEFLY			
1181	Jarawara	HORSEFLY	karajati	karajati	k a r a j a t i	k a r a j a t i	103	103	HORSEFLY			
1952	Sorowaha	HORSEFLY	kaɾiti	kaɾiti	k a ɾ i t i	k a ɾ i - - t i	103	103	HORSEFLY			
222	Banawa	MAIZE	kimi	kimi	k i m i	k i m i	105	105	MAIZE			
557	Deni	MAIZE	kimi	kimi	k i m i	k i m i	105	105	MAIZE			
830	Jamamadi	MAIZE	kimi	kimi	k i m i	k i m i	105	105	MAIZE			
1183	Jarawara	MAIZE	kimi	kimi	k i m i	k i m i	105	105	MAIZE			
1954	Sorowaha	MAIZE	kimi	kimi	k i m i	k i m i	105	105	MAIZE			
223	Banawa	THREE-TOED SLOTH	kerewe	kerewe	k e r e w e	k e r e w e	106	106	THREE-TOED.SLOTH			
558	Deni	THREE-TOED SLOTH	kiriwe	kiriwe	k i r i w e	k i r i w e	106	106	THREE-TOED.SLOTH			
831	Jamamadi	THREE-TOED SLOTH	kerewe	kerewe	k e r e w e	k e r e w e	106	106	THREE-TOED.SLOTH			
1184	Jarawara	THREE-TOED SLOTH	kerewe	kerewe	k e r e w e	k e r e w e	106	106	THREE-TOED.SLOTH			
1955	Sorowaha	THREE-TOED SLOTH	kɨɾɨwɨ	kɨɾɨwɨ	k ɨ ɾ ɨ w ɨ	k ɨ ɾ ɨ w ɨ	106	106	THREE-TOED.SLOTH			
225	Banawa	FIRST	dai	dai	d a i	d a i	368	688	?			go first
562	Deni	FIRST	tatide	tatide	t a t i d e	t a t i d e	563	552	FIRST			
834	Jamamadi	FIRST	dai	dai	d a i	d a i	368	688	?			go first
1188	Jarawara	FIRST	tai	tai	t a i	t a i	368	688	?			go first
1580	Kulina	FIRST	taʔidɛ	taʔidɛ	t a ʔ i d ɛ	t a ʔ i d ɛ	563	552	FIRST			
10110	Sorowaha	FIRST	kataawɨ	kataawɨ	k a t aː w ɨ	k a t aː w ɨ	733	687	FIRST			
226	Banawa	TREAD ON	tai	tai	t a i	t a - i	380	362	TREAD.ON			
563	Deni	TREAD ON	the	the	t h e	t - h e	380	362	TREAD.ON			
835	Jamamadi	TREAD ON	tai	tai	t a i	t a - i	380	362	TREAD.ON			
1189	Jarawara	TREAD ON	tahi	tahi	t a h i	t a h i	380	362	TREAD.ON			
1581	Kulina	TREAD ON	t̪ʰai	t̪ʰai	t̪ʰ a i	t̪ʰ a - i	380	362	TREAD.ON			
227	Banawa	UPSTREAM	tima	tima	t i m a	t - i m a	409	409	UPSTREAM			
564	Deni	UPSTREAM	thima	thima	t h i m a	t h i m a	409	409	UPSTREAM			
836	Jamamadi	UPSTREAM	tima	tima	t i m a	t - i m a	409	409	UPSTREAM			
1190	Jarawara	UPSTREAM	tima	tima	t i m a	t - i m a	409	409	UPSTREAM			
1582	Kulina	UPSTREAM	t̪ʰima	t̪ʰima	t̪ʰ i m a	t̪ʰ - i m a	409	409	UPSTREAM			
1800	Paumari	UPSTREAM	thima	thima	t h i m a	t h i m a	409	409	UPSTREAM			
228	Banawa	SWEAT	sina	sina	s i n a	s i n a	379	412	SWEAT			
1801	Paumari	SWEAT	tʃina	tʃina	tʃ i n a	tʃ i n a	379	412	SWEAT			
1959	Sorowaha	SWEAT	sina	sina	s i n a	s i n a	379	412	SWEAT			
230	Banawa	STRAIGHTEN	ɸini	ɸini	ɸ i n i	ɸ i n i	377	400	STICK			
837	Jamamadi	STRAIGHTEN	ɸini	ɸini	ɸ i n i	ɸ i n i	377	400	STICK			
1194	Jarawara	STRAIGHTEN	ɸini	ɸini	ɸ i n i	ɸ i n i	377	400	STICK			
231	Banawa	MARMOSET	ɸisi	ɸisi	ɸ i s i	ɸ i s i	371	401	SQUIRREL.MONKEY			
838	Jamamadi	MARMOSET	ɸisi	ɸisi	ɸ i s i	ɸ i s i	371	401	SQUIRREL.MONKEY			
1195	Jarawara	MARMOSET	wisi	wisi	w i s i	w i s i	371	401	SQUIRREL.MONKEY			
232	Banawa	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER			
568	Deni	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER			
839	Jamamadi	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER			
1196	Jarawara	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER			
1585	Kulina	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER			
1805	Paumari	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER			
1960	Sorowaha	MATERNAL UNCLE (MOTHER'S BROTHER)	koko	koko	k o k o	k o k o	686	686	MOTHER'S.BROTHER			
233	Banawa	IN FRONT OF	nokosi	nokosi	n o k o s i	n o k o s i	1250	685	FINGERNAIL			
1197	Jarawara	IN FRONT OF	nokosi	nokosi	n o k o s i	n o k o s i	1250	685	FINGERNAIL			
237	Banawa	HOME	tabora	tabora	t a b o r a	t a b o r a	370	408	BED			
842	Jamamadi	HOME	tabora	tabora	t a b o r a	t a b o r a	370	408	BED			
1200	Jarawara	HOME	tabora	tabora	t a b o r a	t a b o r a	370	408	BED			
238	Banawa	MEDICINE	tehe	tehe	t e h e	t e h e	372	409	unknown6			
843	Jamamadi	MEDICINE	tahi	tahi	t a h i	t a h i	372	409	unknown6			
1201	Jarawara	MEDICINE	tehe	tehe	t e h e	t e h e	372	409	unknown6			
1672	Paumari	MEDICINE	iha	iha	i h a	i h a	339	339	MEDICINE			
239	Banawa	SUCK	komi	komi	k o m i	k o m i	378	683	SUCK			
617	Deni	SUCK	soso	soso	s o s o	s o s o	165	165	SUCK			
844	Jamamadi	SUCK	komi	komi	k o m i	k o m i	378	683	SUCK			
1203	Jarawara	SUCK	komi	komi	k o m i	k o m i	378	683	SUCK			
1499	Kulina	SUCK	tomi / hitsi	tomi	t o m i	t o m i	378	683	SUCK			
1500	Kulina	SUCK	tomi / hitsi	hitsi	h i t s i	h i t s i	566	544	SUCK			
1829	Paumari	SUCK	soso	soso	s o s o	s o s o	165	165	SUCK			
240	Banawa	WOODPECKER	koka	koka	k o k a	k o k a	113	113	WOODPECKER.SP.			
576	Deni	WOODPECKER	koka	koka	k o k a	k o k a	113	113	WOODPECKER.SP.			
846	Jamamadi	WOODPECKER	koka	koka	k o k a	k o k a	113	113	WOODPECKER.SP.			
1205	Jarawara	WOODPECKER	koka	koka	k o k a	k o k a	113	113	WOODPECKER.SP.			
1591	Kulina	WOODPECKER	koka	koka	k o k a	k o k a	113	113	WOODPECKER.SP.			
1808	Paumari	WOODPECKER	okajori	okajori	o k a j o r i	o k a j o r i	400	379	WOODPECKER.SP.			
241	Banawa	THROW	koro	koro	k o r o	k o r o	115	115	THROW			
577	Deni	THROW	koro	koro	k o r o	k o r o	115	115	THROW			
848	Jamamadi	THROW	koro	koro	k o r o	k o r o	115	115	THROW			
1207	Jarawara	THROW	koro	koro	k o r o	k o r o	115	115	THROW			
1503	Kulina	THROW	koɾo	koɾo	k o ɾ o	k o ɾ o	115	115	THROW			
1592	Kulina	THROW	koɾo	koɾo	k o ɾ o	k o ɾ o	115	115	THROW			
242	Banawa	WHIP	kosi	kosi	k o s i	k o s i	116	116	WHIP			
578	Deni	WHIP	kotsʰi	kotsʰi	k o tsʰ i	k o tsʰ i	116	116	WHIP			
849	Jamamadi	WHIP	kosi	kosi	k o s i	k o s i	116	116	WHIP			
1208	Jarawara	WHIP	kosi	kosi	k o s i	k o s i	116	116	WHIP			
1593	Kulina	WHIP	kotsi	kotsi	k o ts i	k o ts i	116	116	WHIP			
243	Banawa	KINKAJOU	kokosi	kokosi	k o k o s i	k o - - k o s i	117	117	KINKAJOU			
579	Deni	KINKAJOU	kosikosi	kosikosi	k o s i k o s i	k o s i k o s i	117	117	KINKAJOU			
850	Jamamadi	KINKAJOU	kokosi	kokosi	k o k o s i	k o - - k o s i	117	117	KINKAJOU			
1209	Jarawara	KINKAJOU	kokosi	kokosi	k o k o s i	k o - - k o s i	117	117	KINKAJOU			
244	Banawa	TORTOISE	kowa	kowa	k o w a	k o w a - -	118	118	TORTOISE			
580	Deni	TORTOISE	janikowa	janikowa	j a n i + k o w a	j a n i + k o w a	118	256 118	PALM TORTOISE			
851	Jamamadi	TORTOISE	kowa	kowa	k o w a	k o w a - -	118	118	TORTOISE			
1210	Jarawara	TORTOISE	kowa	kowa	k o w a	k o w a - -	118	118	TORTOISE			
1594	Kulina	TORTOISE	janikoa	janikoa	j a n i + k o a	j a n i + k o - a	118	256 118	PALM TORTOISE			
1966	Sorowaha	TORTOISE	kowasa	kowasa	k o w a s a	k o w a s a	118	118	TORTOISE			
245	Banawa	WEAVE	kowa	kowa	k o w a	k o w a	119	119	WEAVE			
581	Deni	WEAVE	kowa	kowa	k o w a	k o w a	119	119	WEAVE			
852	Jamamadi	WEAVE	kowa	kowa	k o w a	k o w a	119	119	WEAVE			
1211	Jarawara	WEAVE	kowa	kowa	k o w a	k o w a	119	119	WEAVE			
1595	Kulina	WEAVE	kowa	kowa	k o w a	k o w a	119	119	WEAVE			
1967	Sorowaha	WEAVE	owa	owa	o w a	- o w a	119	119	WEAVE			
246	Banawa	WHISTLE	kowa	kowa	k o w a	k o w - - a	121	121	WHISTLE			
853	Jamamadi	WHISTLE	kowa	kowa	k o w a	k o w - - a	121	121	WHISTLE			
1213	Jarawara	WHISTLE	kowa	kowa	k o w a	k o w - - a	121	121	WHISTLE			
1969	Sorowaha	WHISTLE	kowika	kowika	k o w i k a	k o w i k a	121	121	WHISTLE			
248	Banawa	BOX	wije	wije	w i j e	w i j e	366	500	CONTAINER			
856	Jamamadi	BOX	wije	wije	w i j e	w i j e	366	500	CONTAINER			
1216	Jarawara	BOX	wije	wije	w i j e	w i j e	366	500	CONTAINER			
251	Banawa	TREE WITH RESIN	wami	wami	w a m i	w a m i	509	509	unknown13			
590	Deni	TREE WITH RESIN	wami	wami	w a m i	w a m i	509	509	unknown13			
859	Jamamadi	TREE WITH RESIN	wami	wami	w a m i	w a m i	509	509	unknown13			
1221	Jarawara	TREE WITH RESIN	wami	wami	w a m i	w a m i	509	509	unknown13			
254	Banawa	BAT	mesebiri	mesebiri	m e s e + b i r i	m e s e + b i r i	130	130 220	BAT SMALL			
862	Jamamadi	BAT	masi	masi	m a s i	m a s i - - - - -	130	130	BAT			
1224	Jarawara	BAT	masebiri	masebiri	m a s e + b i r i	m a s e + b i r i	130	130 220	BAT SMALL			
1813	Paumari	BAT	masi	masi	m a s i	m a s i - - - - -	130	130	BAT			
256	Banawa	TERMITE	mototo	mototo	m o t o t o	m o t o t o - -	135	135	TERMITE			
865	Jamamadi	TERMITE	mototo	mototo	m o t o t o	m o t o t o - -	135	135	TERMITE			
1227	Jarawara	TERMITE	mototo	mototo	m o t o t o	m o t o t o - -	135	135	TERMITE			
1975	Sorowaha	TERMITE	mototowa	mototowa	m o t o t o w a	m o t o t o w a	135	135	TERMITE			
257	Banawa	FLOWER	mowe	mowe	m o w e	m o w e	136	136	FLOWER			
866	Jamamadi	FLOWER	mowe	mowe	m o w e	m o w e	136	136	FLOWER			
965	Jarawara	FLOWER	mowe	mowe	m o w e	m o w e	136	136	FLOWER			
1325	Kulina	FLOWER	mowɛ	mowɛ	m o w ɛ	m o w ɛ	136	136	FLOWER			
1816	Paumari	FLOWER	moβa	moβa	m o β a	m o β a	136	136	FLOWER			
1976	Sorowaha	FLOWER	mawa	mawa	m a w a	m a w a	136	136	FLOWER			
10219	Deni	FLOWER	karabuni	karabuni	k a r a b u n i	k a r a b u n i	797	755	FLOWER			
258	Banawa	NIGHT MONKEY	mowi	mowi	m o w i	m o w i	137	137	NIGHT.MONKEY			
597	Deni	NIGHT MONKEY	mowi	mowi	m o w i	m o w i	137	137	NIGHT.MONKEY			
1607	Kulina	NIGHT MONKEY	mowi	mowi	m o w i	m o w i	137	137	NIGHT.MONKEY			
259	Banawa	PAXIUBA-BARRIGUDA	maboi	maboi	m a b oi	m a b oi	139	139	PAXIUBA-BARRIGUDA			
598	Deni	PAXIUBA-BARRIGUDA	wabohi	wabohi	w a b o h i	w a b o h i	139	139	PAXIUBA-BARRIGUDA			
867	Jamamadi	PAXIUBA-BARRIGUDA	nabohi	nabohi	n a b o h i	n a b o h i	139	139	PAXIUBA-BARRIGUDA			
1229	Jarawara	PAXIUBA-BARRIGUDA	nabohi	nabohi	n a b o h i	n a b o h i	139	139	PAXIUBA-BARRIGUDA			
1608	Kulina	PAXIUBA-BARRIGUDA	wabowi	wabowi	w a b o w i	w a b o w i	139	139	PAXIUBA-BARRIGUDA			
260	Banawa	BIG	naɸi	naɸi	n a ɸ i	n a ɸ i	138	138	BIG			
308	Deni	BIG	putahari / napi	putahari	p u t a h a r i	p u t a h a r i	390	370	BIG			
599	Deni	BIG	putahari / napi	napi	n a p i	n a p i	138	138	BIG			
868	Jamamadi	BIG	naɸi	naɸi	n a ɸ i	n a ɸ i	138	138	BIG			
1230	Jarawara	BIG	naɸi	naɸi	n a ɸ i	n a ɸ i	138	138	BIG			
1287	Kulina	BIG	imɛi / napi	imɛi	i m ɛ i	i m ɛ i	391	371	BIG			
1609	Kulina	BIG	imɛi / napi	napi	n a p i	n a p i	138	138	BIG			
1817	Paumari	BIG	naɓaha	naɓaha	n a ɓ a h a	n a ɓ a h a	337	337	BIG			
1977	Sorowaha	BIG	nahi	nahi	n a h i	n a - - h i	337	337	BIG			
261	Banawa	UNDERSIDE	boɸe	boɸe	b o ɸ e	b o ɸ e	140	140	UNDERSIED			
600	Deni	UNDERSIDE	bopa	bopa	b o p a	b o p a	140	140	UNDERSIED			
869	Jamamadi	UNDERSIDE	boɸe	boɸe	b o ɸ e	b o ɸ e	140	140	UNDERSIED			
1231	Jarawara	UNDERSIDE	boɸe	boɸe	b o ɸ e	b o ɸ e	140	140	UNDERSIED			
1818	Paumari	UNDERSIDE	naboʔani	naboʔani	n a b o ʔ a n i	n a b o ʔ a n i	140	140	UNDERSIED			
1978	Sorowaha	UNDERSIDE	boha	boha	b o h a	b o h a	140	140	UNDERSIED			
262	Banawa	UPPER PART OF	neme	neme	n e m e	n e m e - -	141	141	UPPER.PART.OF			
601	Deni	UPPER PART OF	neme	neme	n e m e	n e m e - -	141	141	UPPER.PART.OF			
870	Jamamadi	UPPER PART OF	neme	neme	n e m e	n e m e - -	141	141	UPPER.PART.OF			
1232	Jarawara	UPPER PART OF	neme	neme	n e m e	n e m e - -	141	141	UPPER.PART.OF			
1610	Kulina	UPPER PART OF	mɛmɛ	mɛmɛ	m ɛ m ɛ	m ɛ m ɛ - -	141	141	UPPER.PART.OF			
1819	Paumari	UPPER PART OF	nama	nama	n a m a	n a m a - -	141	141	UPPER.PART.OF			
1979	Sorowaha	UPPER PART OF	namɨha	namɨha	n a m ɨ h a	n a m ɨ h a	141	141	UPPER.PART.OF			
263	Banawa	SQUEEZE	niki	niki	n i k i	n i k i	142	142	SQUEEZE			
602	Deni	SQUEEZE	niki	niki	n i k i	n i k i	142	142	SQUEEZE			
871	Jamamadi	SQUEEZE	niki	niki	n i k i	n i k i	142	142	SQUEEZE			
1233	Jarawara	SQUEEZE	niki	niki	n i k i	n i k i	142	142	SQUEEZE			
1497	Kulina	SQUEEZE	tsʰipo / niki	tsʰipo	tsʰ i p o	tsʰ i p o	567	555	SQUEEZE			
1611	Kulina	SQUEEZE	tsʰipo / niki	niki	n i k i	n i k i	142	142	SQUEEZE			
264	Banawa	WAIT (FOR)	noki	noki	n o k i	n o k i	144	144	WAIT.FOR			
1234	Jarawara	WAIT (FOR)	noki	noki	n o k i	n o k i	144	144	WAIT.FOR			
1821	Paumari	WAIT (FOR)	nokha	nokha	n o kʰ a	n o kʰ a	144	144	WAIT.FOR			
265	Banawa	DOOR	nokho	nokho	n o k h o	n o k - - - h o	146	146	DOOR			
604	Deni	DOOR	nokho	nokho	n o k h o	n o k - - - h o	146	146	DOOR			
872	Jamamadi	DOOR	nokobi	nokobi	n o k o b i	n o k o b i - -	146	146	DOOR			
1236	Jarawara	DOOR	nokho	nokho	n o k h o	n o k - - - h o	146	146	DOOR			
1614	Kulina	DOOR	nokʰobihi	nokʰobihi	n o kʰ o b i h i	n o kʰ o b i h i	146	146	DOOR			
266	Banawa	GENIPA	ora	ora	o r a	o r a	147	147	GENIPAP			
605	Deni	GENIPA	ora	ora	o r a	o r a	147	147	GENIPAP			
873	Jamamadi	GENIPA	ora	ora	o r a	o r a	147	147	GENIPAP			
1237	Jarawara	GENIPA	ora	ora	o r a	o r a	147	147	GENIPAP			
1615	Kulina	GENIPA	oɾa	oɾa	o ɾ a	o ɾ a	147	147	GENIPAP			
267	Banawa	PADDLE	ori	ori	o r i	o r i	148	148	PADDLE			
606	Deni	PADDLE	ori	ori	o r i	o r i	148	148	PADDLE			
874	Jamamadi	PADDLE	ori	ori	o r i	o r i	148	148	PADDLE			
1238	Jarawara	PADDLE	ori	ori	o r i	o r i	148	148	PADDLE			
1616	Kulina	PADDLE	oɾi	oɾi	o ɾ i	o ɾ i	148	148	PADDLE			
268	Banawa	CARÁ (FISH)	ote	ote	o t e	o t e - -	149	149	CARÁ.(FISH.SP.)			
607	Deni	CARÁ (FISH)	otawi	otawi	o t a w i	o t a w i	149	149	CARÁ.(FISH.SP.)			
875	Jamamadi	CARÁ (FISH)	ote	ote	o t e	o t e - -	149	149	CARÁ.(FISH.SP.)			
1239	Jarawara	CARÁ (FISH)	ote	ote	o t e	o t e - -	149	149	CARÁ.(FISH.SP.)			
270	Banawa	WIFE	ɸadi	fadi	ɸ o w a	ɸ o w a - -	154	154	(HIS).WIFE			(his) wife
610	Deni	WIFE	panadi	panadi	p a n a d i	p a n a d i	154	154	(HIS).WIFE			(his) wife
879	Jamamadi	WIFE	ɸadi	ɸadi	ɸ a d i	ɸ a - - d i	154	154	(HIS).WIFE			(his) wife
1242	Jarawara	WIFE	ɸati	ɸati	ɸ a t i	ɸ a - - t i	154	154	(HIS).WIFE			(his) wife
5020	Sorowaha	WIFE	hazawa	hazawa	h a z a w a	h a z a w a	612	595	WIFE			
271	Banawa	WOMAN	ɸana	ɸana	ɸ a n a	ɸ a n a	155	154	WOMAN			
504	Deni	WOMAN	amunehe / dzuvatu	amunehe	a m u n e h e	a m u n e h e	401	1006	WOMAN			
505	Deni	WOMAN	amunehe / dzuvatu	dzuvatu	d z u v a t u	d z u v a t u	402	380	WOMAN			
880	Jamamadi	WOMAN	ɸana	ɸana	ɸ a n a	ɸ a n a	155	154	WOMAN			
1243	Jarawara	WOMAN	ɸana	ɸana	ɸ a n a	ɸ a n a	155	154	WOMAN			
1527	Kulina	WOMAN	amonɛhɛ	amonɛhɛ	a m o n ɛ h ɛ	a m o n ɛ h ɛ	401	1006	WOMAN			
5063	Sorowaha	WOMAN	hadʒini	hadʒini	h a dʒ i n i	h a dʒ i n i	403	381	WOMAN			
10293	Arawa	WOMAN	waidawa	waidawa	w ai d a w a	w ai d a w a	841	798	WOMAN			
272	Banawa	BITTER MANIOC	ɸowa	ɸowa	ɸ o w a	ɸ o w a	156	156	BITTER.MANIOC			
611	Deni	BITTER MANIOC	poʔo	poʔo	p o ʔ o	p o ʔ o	156	156	BITTER.MANIOC			
881	Jamamadi	BITTER MANIOC	ɸowa	ɸowa	ɸ o w a	ɸ o w a	156	156	BITTER.MANIOC			
1244	Jarawara	BITTER MANIOC	ɸowa	ɸowa	ɸ o w a	ɸ o w a	156	156	BITTER.MANIOC			
1619	Kulina	BITTER MANIOC	poʔo	poʔo	p o ʔ o	p o ʔ o	156	156	BITTER.MANIOC			
5179	Sorowaha	BITTER MANIOC	maama / kuɾukuɾu	kuɾukuɾu	k u ɾ u + k u ɾ u	k u ɾ u + k u ɾ u	1283	1283 1283	? ?			
5185	Sorowaha	BITTER MANIOC	maama / kuɾukuɾu	maama	m aː m a	m aː m a	1284	1284	BITTER.MANIOC			
274	Banawa	SPIT	ɸiro	ɸiro	ɸ i r o	ɸ i r o	158	158	SPIT			
883	Jamamadi	SPIT	ɸiro	ɸiro	ɸ i r o	ɸ i r o	158	158	SPIT			
1246	Jarawara	SPIT	ɸiro	ɸiro	ɸ i r o	ɸ i r o	158	158	SPIT			
1621	Kulina	SPIT	pʰito	pʰito	pʰ i t o	pʰ i t o	158	158	SPIT			
275	Banawa	BIRD (SPECIES)	biriri	biriri	b i r i r i	b i r i r i	160	160	SMALL.BIRD.SP.			
614	Deni	BIRD (SPECIES)	phiriri	phiriri	pʰ i r i r i	pʰ i r i r i	160	160	SMALL.BIRD.SP.			
